Column1,SDURAKKODU,SDURAKADI,lon,lat,ILCEADI,SYON,AKILLI,FIZIKI,DURAK_TIPI,ENGELLIKULLANIM,28.99386488,41.03851705
3001,117233,GAYRETTEPE,29.00477,41.067517,Sisli,TAKSIM,YOK,KAPALI,WALLMODERN,Uygun Degil,28.7935239999815 41.0729290005646),
3002,117241,ALİ SAMİ YEN,29.00175,41.066427,Sisli,ZINCIRLIKUYU,YOK,KAPALI,WALLMODERN,Uygun Degil,28.7935630283207 40.9932520335911),
3003,117242,ALİ SAMİ YEN,29.001945,41.066874,Sisli,MECIDIYEKÖY,YOK,AÇIK,İETTBAYRAK,Uygun Degil,28.7935780000095 40.9931639991169),
3004,117261,ŞİŞLİ MERKEZ,28.992085,41.063859,Sisli,MECIDIYEKÖY,VAR,KAPALI,WALLMODERN,Uygun Degil,28.793672999982 41.073542000565),
3005,117262,ŞİŞLİ MERKEZ,28.99208,41.06424,Sisli,TAKSIM,YOK,KAPALI,WALLMODERN,Uygun Degil,28.7936889999822 41.10290000057),
3006,117263,ŞİŞLİ MERKEZ,28.992173,41.06395205,Sisli,SON DURAK,YOK,KAPALI,WALLMODERN,Uygun Degil,28.7937109999822 41.0794010005662),
3007,117271,ŞİŞLİ CAMİİ,28.989629,41.06242196,Sisli,MECIDIYEKÖY,VAR,KAPALI,WALLMODERN,Uygun Degil,28.7937239999826 40.9709250005489),
3008,117272,ŞİŞLİ CAMİİ,28.988193,41.061644,Sisli,TAKSIM,YOK,KAPALI,WALLMODERN,Uygun,28.7939180000022 41.0527769991141),
3009,117281,ŞİŞLİ,28.987514,41.062173,Sisli,TAKSIM,VAR,AÇIK,İETTBAYRAK,Uygun Degil,28.7939180000022 41.0527839991141),
3010,117291,ŞİŞLİ HAMİDİYE ETFAL,28.987079,41.057386,Sisli,MECIDIYEKÖY,VAR,KAPALI,WALLMODERN,Uygun Degil,28.7939389999822 41.0925810005684),
3011,117292,ŞİŞLİ HAMİDİYE ETFAL,28.98682,41.057621,Sisli,TAKSIM,YOK,KAPALI,WALLMODERN,Uygun Degil,28.7941299999822 41.0930280005684),
3012,117301,OSMANBEY,28.987019,41.054397,Sisli,TAKSIM,VAR,KAPALI,WALLMODERN,Uygun Degil,28.7941439971227 40.9743489839794),
3013,117303,OSMANBEY,28.984272,41.053552,Sisli,FERIKÖY,YOK,KAPALI,CCMODERNDR,Uygun Degil,28.7941979632982 40.9744369983418),
3014,117305,OSMANBEY,28.987235,41.054748,Sisli,SISLI,VAR,KAPALI,WALLMODERN,Uygun Degil,28.7943419999823 41.0645120005639),
3015,117311,PANGALTI,28.987399,41.051396,Sisli,TAKSIM,YOK,KAPALI,WALLMODERN,Uygun Degil,28.7943930000096 41.1058549991145),
3016,117312,PANGALTI,28.98764747,41.05123824,Sisli,MECIDIYEKÖY,YOK,KAPALI,WALLMODERN,Uygun Degil,28.7943959999822 41.1075620005708),
3017,117313,PANGALTI,28.985959,41.051833,Sisli,KURTULUS-TAKSIM,YOK,KAPALI,WALLMODERN,Uygun Degil,28.7944069999825 41.0089510005549),
3018,117314,PANGALTI,28.98724266,41.0511978,Sisli,TAKSIM-NISANTASI,YOK,AÇIK,İETTBAYRAK,Uygun Degil,28.7945369999822 41.1056720005705),
3019,117321,HARBİYE,28.987744,41.048715,Sisli,MECIDIYEKÖY,VAR,KAPALI,WALLMODERN,Uygun,28.7945609999823 41.0817340005666),
3020,117322,HARBİYE,28.987018,41.047428,Sisli,TAKSIM,VAR,KAPALI,WALLMODERN,Uygun Degil,28.7946269999821 41.1456540005769),
3021,117331,ELMADAĞ,28.986624,41.042858,Sisli,MECIDIYEKÖY,YOK,KAPALI,WALLMODERN,Uygun Degil,28.7946659361608 40.9937011366325),
3022,117332,ELMADAĞ,28.986554,41.041896,Sisli,TAKSIM,YOK,AÇIK,OVAL YEŞİL,Uygun Degil,28.7946849999823 41.0792520005662),
3023,117341,ALTINTEPE,28.983472,41.039054,Beyoglu,TARLABASI,YOK,KAPALI,İETTBAYRAK,Uygun Degil,28.7947269789137 40.9695919898052),
3024,117353,TAKSİM,28.986412,41.040051,Beyoglu,MECIDIYEKÖY,YOK,AÇIK,İETTBAYRAK,Uygun Degil,28.7947609999823 41.0814540005665),
3025,117354,TAKSİM,28.987643,41.037318,Beyoglu,PERONLAR (AKM ÖNÜ),YOK,FULL KAPALI,İSTON GENİŞ,Uygun Degil,28.7947869999823 41.0794260005663),
3026,117355,TAKSİM,28.98728103,41.03700397,Beyoglu,BESIKTAS,YOK,AÇIK,İETTBAYRAK,Uygun,28.7947900000095 40.9950349991168),
3027,117361,PARK OTEL,28.98769,41.035332,Beyoglu,EMINÖNÜ,YOK,KAPALI,WALLMODERN,Uygun Degil,28.7949699999825 41.034215000559),
3028,117371,TEKNİK ÜNİVERSİTE,28.992839,41.03726,Beyoglu,EMINÖNÜ,YOK,FULL KAPALI,İSTON GENİŞ,Uygun Degil,28.7949824384815 40.9945995616464),
3029,117372,TEKNİK ÜNİVERSİTE,28.993037,41.037931,Beyoglu,TAKSIM,YOK,KAPALI,WALLMODERN,Uygun,28.7950189999825 41.034319000559),
3030,117381,GÜMÜŞSUYU,28.99096,41.037068,Beyoglu,TAKSIM,YOK,KAPALI,WALLMODERN,Uygun Degil,28.7950529999824 41.0714490005649),
3031,117382,GÜMÜŞSUYU,28.991199,41.039178,Beyoglu,BESIKTAS,YOK,AÇIK,İETTBAYRAK,Uygun Degil,28.7950829999824 41.0709480005649),
3032,117383,GÜMÜŞSUYU,28.98986998,41.04031403,Sisli,OSMANBEY,YOK,AÇIK,İETTBAYRAK,Uygun Degil,28.7951030000095 40.9838009991171),
3033,117391,SALIPAZARI,28.984071,41.027839,Beyoglu,BESIKTAS,YOK,FULL KAPALI,İSTON GENİŞ,Uygun Degil,28.7953519999825 41.0310740005585),
3034,117392,SALIPAZARI,28.986125,41.028814,Beyoglu,EMINÖNÜ,YOK,FULL KAPALI,İSTON GENİŞ,Uygun Degil,28.7954140000095 40.983979999117),
3035,117401,TOPHANE,28.980424,41.026661,Beyoglu,BESIKTAS,YOK,KAPALI,WALLMODERN,Uygun Degil,28.7954269999823 41.0101600005548),
3036,117402,TOPHANE,28.979886,41.026783,Beyoglu,EMINÖNÜ,VAR,KAPALI,WALLMODERN,Uygun Degil,28.7954669999821 41.1452160005768),
3037,117411,KEMERALTI,28.976892,41.024981,Beyoglu,EMINÖNÜ,YOK,AÇIK,İETTBAYRAK,Uygun Degil,28.7954690000024 41.1418209991121),
3038,117421,KARAKÖY,28.975022,41.02213,Beyoglu,BESIKTAS,VAR,KAPALI,WALLMODERN,Uygun Degil,28.7954699999995 41.1418219991104),
3039,117423,KARAKÖY,28.974405,41.022167,Beyoglu,EMINÖNÜ,YOK,KAPALI,WALLMODERN,Uygun Degil,28.7954709999825 41.0312130005585),
3040,117431,PERŞEMBE PAZARI,28.97033,41.023701,Beyoglu,KARAKÖY,YOK,KAPALI,CCMODERN,Uygun,28.7954739999825 41.0454680005608),
3041,117442,ŞİŞHANE2,28.97201003,41.02957198,Beyoglu,TAKSIM,YOK,KAPALI,WALLMODERN,Uygun Degil,28.7955549999826 40.9951090005527),
3042,117451,TEPEBAŞI,28.974494,41.034164,Beyoglu,TAKSIM,YOK,KAPALI,WALLMODERN,Uygun Degil,28.7955810330568 40.9694950037565),
3043,117452,TEPEBAŞI,28.974073,41.032916,Beyoglu,UNKAPANI,VAR,KAPALI,WALLMODERN,Uygun Degil,28.7956059999825 41.0455710005608),
3044,117461,ÖMER HAYYAM,28.978105,41.035817,Beyoglu,TAKSIM,YOK,KAPALI,CCMODERN,Uygun,28.7956779999825 41.0505310005616),
3045,117462,ÖMER HAYYAM,28.976023,41.035728,Beyoglu,UNKAPANI,VAR,KAPALI,WALLMODERN,Uygun Degil,28.7956919999821 41.1447230005768),
3046,117471,TARLABAŞI,28.98067403,41.03635798,Beyoglu,TAKSIM,YOK,KAPALI,CCMODERNDR,Uygun Degil,28.7956919999828 40.9695500005486),
3047,117472,TARLABAŞI,28.980186,41.036589,Beyoglu,UNKAPANI,YOK,AÇIK,İETTBAYRAK,Uygun Degil,28.7957520000023 41.0402029991144),
3048,117481,KASIMPAŞA,28.966972,41.030825,Beyoglu,SISHANE,YOK,KAPALI,CCMODERN,Uygun Degil,28.7958039615804 41.1073070049042),
3049,117482,KASIMPAŞA,28.968415,41.032158,Beyoglu,DOLAPDERE,VAR,KAPALI,WALLMODERN,Uygun Degil,28.7958460000023 41.0366149991144),
3050,117491,DENİZ HASTANESİ,28.962269,41.034302,Beyoglu,HASKÖY,VAR,KAPALI,CCMODERN,Uygun,28.7958689555956 41.1075820059366),
3051,117492,DENİZ HASTANESİ,28.962274,41.034125,Beyoglu,KASIMPASA,YOK,AÇIK,OVAL KIRMIZI,Uygun Degil,28.7958719999824 41.0642510005638),
3052,117501,AYNALIKAVAK,28.95611003,41.03875203,Beyoglu,HASKÖY,VAR,KAPALI,CCMODERNDR,Uygun Degil,28.7959951572766 41.0403690457041),
3053,117502,AYNALIKAVAK,28.955795,41.038778,Beyoglu,KASIMPASA,VAR,KAPALI,CCMODERN,Uygun Degil,28.7960089999825 41.04084400056),
3054,117511,HASBAHÇE,28.957099,41.037272,Beyoglu,KASIMPASA,YOK,KAPALI,CCMODERN,Uygun Degil,28.7960189999825 41.0437530005605),
3055,117512,HASBAHÇE,28.957455,41.037088,Beyoglu,SÜTLÜCE,YOK,AÇIK,İETTBAYRAK,Uygun Degil,28.7960450000023 41.0366219991144),
3056,117521,HASKÖY CAMİ ALTI,28.952514,41.03892,Beyoglu,HASKÖY,YOK,AÇIK,İETTBAYRAK,Uygun,28.7961079999827 40.9872760005515),
3057,117522, HASKÖY CAMİ ALTI,28.953002,41.038541,Beyoglu,KASIMPASA,YOK,KAPALI,CCMODERN,Uygun Degil,28.7961429999826 41.0285700005581),
3058,117531,HASKÖY PARKI,28.950272,41.040011,Beyoglu,KASIMPASA,YOK,KAPALI,CCMODERN,Uygun Degil,28.7961789999825 41.0408680005601),
3059,117532,HASKÖY PARKI,28.950885,41.040302,Beyoglu,HALICIOGLU,YOK,KAPALI,CCMODERN,Uygun Degil,28.7962109999826 41.0248430005575),
3060,117541,KIRMIZI MİNARE,28.949942,41.042198,Beyoglu,SÜTLÜCE,YOK,KAPALI,CCMODERNDR,Uygun Degil,28.7962360412805 40.968207028246),
3061,117542,KIRMIZI MİNARE,28.949558,41.0423,Beyoglu,KASIMPASA,VAR,KAPALI,CCMODERN,Uygun Degil,28.7962399999826 41.0262380005578),
3062,117555,HALICIOĞLU 6 - ŞEHİT EREN BÜLBÜL,28.945068,41.049315,Beyoglu,TOPKAPI,VAR,KAPALI,CCMODERN,Uygun Degil,28.7962569999825 41.0435750005605),
3063,117561,HASKÖY,28.953258,41.045417,Beyoglu,SON DURAK,YOK,KAPALI,CCMODERN,Uygun,28.7963069999826 41.028438000558),
3064,117571,PİRİ PAŞA MAHALLESİ,28.94990398,41.04269302,Beyoglu,KALAYCIBAHÇE,YOK,AÇIK,İETTBAYRAK,Uygun Degil,28.7963229999824 41.0882600005676),
3065,117572,PİRİ PAŞA MAHALLESİ,28.949912,41.042767,Beyoglu,SISHANE,YOK,AÇIK,İETTBAYRAK,Uygun Degil,28.7963959999826 41.0262150005577),
3066,117581,SÜTLÜCE,28.941251,41.046973,Beyoglu,HALICIOGLU,VAR,KAPALI,CCMODERN,Uygun Degil,28.7964559999826 41.0248630005575),
3067,117582,SÜTLÜCE,28.941169,41.04747,Beyoglu,SILAHTAR,YOK,KAPALI,CCMODERN,Uygun Degil,28.7964849999824 41.0851290005672),
3068,117591,HALİÇ KONGRE MERKEZİ,28.942894,41.053572,Beyoglu,KASIMPASA,VAR,KAPALI,CCMODERN,Uygun Degil,28.7964930290536 41.2309620320033),
3069,117592,HALİÇ KONGRE MERKEZİ,28.944766,41.053759,Beyoglu,SILAHTAR,VAR,KAPALI,CCMODERN,Uygun Degil,28.7964969999825 41.0612100005634),
3070,117601,YILDIZ POSTA CADDESİ,29.01071799,41.06347899,Besiktas,BESIKTAS,YOK,KAPALI,CCMODERNDR,Uygun Degil,28.7965489999827 40.9875300005515),
3071,117611,ÜNİVERSİTE,28.949763,41.055158,Beyoglu,SÜTLÜCE,YOK,KAPALI,CCMODERN,Uygun Degil,28.7965689787471 41.0884689984012),
3072,117612,ÜNİVERSİTE,28.950711,41.055814,Beyoglu,SILAHTAR,YOK,KAPALI,CCMODERN,Uygun Degil,28.7965699999825 41.0627670005636),
3073,117621,MİNİATÜRK,28.950335,41.058759,Beyoglu,SÜTLÜCE,VAR,KAPALI,CCMODERN,Uygun,28.7966179999823 41.1117690005714),
3074,117622,MİNİATÜRK,28.950815,41.058244,Beyoglu,SILAHTAR,VAR,KAPALI,CCMODERN,Uygun Degil,28.7966539999826 41.0224210005571),
3075,117631,SÜNNET KÖPRÜSÜ,28.950077,41.063934,Beyoglu,ALIBEYKÖY,VAR,KAPALI,CCMODERN,Uygun Degil,28.7966776880221 41.0629625083821),
3076,117632,SÜNNET KÖPRÜSÜ,28.95103,41.063517,Kagithane,KAGITHANE,VAR,KAPALI,CCMODERN,Uygun Degil,28.7966810000095 40.9685269991174),
3077,117641,BİLGİ ÜNİVERSİTESİ,28.946883,41.066074,Eyüpsultan,SÜTLÜCE,VAR,KAPALI,CCMODERN,Uygun Degil,28.7967200263691 41.2308269764043),
3078,117642,BİLGİ ÜNİVERSİTESİ,28.94725,41.067126,Eyüpsultan,ALIBEYKÖY,YOK,AÇIK,İETTBAYRAK,Uygun,28.7967809999826 41.0224340005571),
3079,117651,MAREŞAL FEVZİ ÇAKMAK CAMİİ,28.950332,41.074773,Eyüpsultan,KEMERBURGAZ,YOK,AÇIK,İETTBAYRAK,Uygun Degil,28.7969349999826 41.0209410005569),
3080,117661,SİLAHTAR,28.946436,41.069441,Eyüpsultan,ALIBEYKÖY,YOK,AÇIK,İETTBAYRAK,Uygun,28.7969369999827 41.0001500005536),
3081,117662,SİLAHTAR,28.946203,41.069339,Eyüpsultan,HASKÖY,YOK,KAPALI,CCMODERNDR,Uygun Degil,28.7969479999824 41.0855350005673),
3082,117672,ARAPHAN,28.94973,41.072633,Eyüpsultan,KEMERBURGAZ,YOK,KAPALI,WALLMODERN,Uygun Degil,28.7970379999823 41.1117860005715),
3083,117681,NAMIK KEMAL,28.950351,41.077772,Eyüpsultan,KEMERBURGAZ,YOK,KAPALI,WALLMODERN,Uygun,28.7971070000024 41.1356049991123),
3084,117682,NAMIK KEMAL,28.950063,41.077842,Eyüpsultan,SILAHTAR,YOK,KAPALI,WALLMODERN,Uygun Degil,28.7971219999826 41.0208810005568),
3085,117691,ÇOBANÇEŞME,28.952257,41.083369,Eyüpsultan,KEMERBURGAZ,YOK,KAPALI,WALLMODERN,Uygun Degil,28.7971800000025 41.1351529991124),
3086,117692,ÇOBANÇEŞME,28.951813,41.082735,Eyüpsultan,SILAHTAR,VAR,KAPALI,WALLMODERN,Uygun Degil,28.7972210000024 41.0807729991134),
3087,117701,BELEDİYE EVLERİ ,28.958918,41.082317,Eyüpsultan,ÇOBANÇESME,YOK,AÇIK,İETTBAYRAK,Uygun Degil,28.7972689999825 41.0683610005645),
3088,117702,BELEDİYE EVLERİ,28.959043,41.082123,Eyüpsultan,GÜZELTEPE,YOK,KAPALI,CCMODERN,Uygun Degil,28.7973219999827 41.0048860005543),
3089,117703,BELEDİYE EVLERİ  ,28.95788369,41.0822487,Eyüpsultan,ÇOBANÇESME,YOK,AÇIK,İETTBAYRAK,Uygun Degil,28.7973250000024 41.0804099991135),
3090,117711,FABRİKALAR  ,28.951543,41.079961,Eyüpsultan,K.BURGAZ,YOK,AÇIK,İETTBAYRAK,Uygun,28.7974099999827 41.0162050005561),
3091,117712,FABRİKALAR,28.951275,41.080355,Eyüpsultan,ALIBEYKÖY,YOK,KAPALI,WALLMODERN,Uygun Degil,28.797490861271 41.0294408111301),
3092,117721,BAYRAMOĞLU ,28.95304,41.086242,Eyüpsultan,SILAHTAR,YOK,AÇIK,İETTBAYRAK,Uygun Degil,28.7975499999825 41.0684780005645),
3093,117722,BAYRAMOĞLU ,28.953172,41.085894,Eyüpsultan,KEMERBURGAZ,YOK,FULL KAPALI,İSTON GENİŞ,Uygun Degil,28.7976079999827 41.0162320005561),
3094,117731,BARUTHANE CADDESİ,28.980212,41.052601,Sisli,FERIKÖY,YOK,FULL KAPALI,İSTON GENİŞ,Uygun Degil,28.7976479999827 41.0145810005558),
3095,117741,NURTEPE-VİYADÜK,28.958004,41.07598,Eyüpsultan,TOPKAPI,YOK,KAPALI,CCMODERN,Uygun Degil,28.7976529999827 41.0191750005566),
3096,117742,NURTEPE-VİYADÜK,28.958784,41.076654,Eyüpsultan,4.LEVENT,VAR,KAPALI,CCMODERN,Uygun Degil,28.7976949999824 41.0892630005678),
3097,117751,HASDAL,28.954488,41.103317,Eyüpsultan,KEMERBURGAZ,YOK,KAPALI,CCMODERN,Uygun Degil,28.797711041072 41.0150625546936),
3098,117752,HASDAL,28.953961,41.101889,Eyüpsultan,SILAHTAR,YOK,AÇIK,İETTBAYRAK,Uygun,28.7977590397078 40.9738350263649),
3099,117771,KIYI EMNİYETİ,28.946287,41.119763,Eyüpsultan,SILAHTAR,YOK,KAPALI,CCMODERN,Uygun Degil,28.7978249999828 40.9738950005494),
3100,117772,KIYI EMNİYETİ,28.946837,41.11942,Eyüpsultan,KEMERBURGAZ,YOK,AÇIK,İETTBAYRAK,Uygun Degil,28.7978309999823 41.0190490005564),
3101,117781,MANDIRALAR,28.939356,41.133533,Eyüpsultan,KEMERBURGAZ,YOK,AÇIK,İETTBAYRAK,Uygun Degil,28.7978429999825 41.0768810005659),
3102,117782,MANDIRALAR,28.937931,41.13407,Eyüpsultan,KAGITHANE,YOK,AÇIK,İETTBAYRAK,Uygun Degil,28.7978699999826 41.0474750005611),
3103,117791,ROLE İSTASYONU,28.924101,41.146701,Eyüpsultan,KEMERBURGAZ,YOK,AÇIK,İETTBAYRAK,Uygun Degil,28.7978900970176 40.9982063227722),
3104,117792,ROLE İSTASYONU,28.924009,41.146434,Eyüpsultan,KAGITHANE,YOK,AÇIK,İETTBAYRAK,Uygun Degil,28.7979219999827 41.0290990005582),
3105,117801,KEMER,28.920908,41.148063,Eyüpsultan,KEMERBURGAZ,YOK,KAPALI,CCMODERN,Uygun Degil,28.7979289999827 41.0003910005536),
3106,117802,KEMER,28.921326,41.147321,Eyüpsultan,SILAHTAR,YOK,KAPALI,CCMODERN,Uygun Degil,28.7980069999826 41.0475270005611),
3107,117811,KEMER EVLERİ,28.91733,41.152515,Eyüpsultan,KEMERBURGAZ,YOK,KAPALI,CCMODERN,Uygun Degil,28.7980900377081 41.00437803647),
3108,117812,KEMER EVLERİ,28.917151,41.152443,Eyüpsultan,SILAHTAR,YOK,KAPALI,CCMODERN,Uygun Degil,28.7981259999829 40.9687640005486),
3109,117821,RAGIP KUTMANGİL İLKOKULU,28.914564,41.157034,Eyüpsultan,SILAHTAR,YOK,KAPALI,CCMODERNDR,Uygun Degil,28.7981619999827 41.0124310005555),
3110,117822,RAGIP KUTMANGİL İLKOKULU,28.914669,41.157212,Eyüpsultan,GÖKTÜRK KÖYÜ,YOK,KAPALI,CCMODERN,Uygun Degil,28.7982079999829 40.9659670005481),
3111,117831,KEMERBURGAZ,28.913209,41.159051,Eyüpsultan,GÖKTÜRK,YOK,KAPALI,CCMODERN,Uygun Degil,28.7982689999827 41.0120860005555),
3112,117832,KEMERBURGAZ,28.912954,41.159624,Eyüpsultan,MECIDIYEKÖY,VAR,KAPALI,CCMODERN,Uygun Degil,28.7983169999822 41.0768630005655),
3113,117841,PİRİNÇÇİKÖY YOLU,28.91015832,41.16165854,Eyüpsultan,KEMERBURGAZ,YOK,FULL KAPALI,İSTON GENİŞ,Uygun Degil,28.7983239999829 40.9711390005489),
3114,117842,PİRİNÇÇİKÖY YOLU,28.90995545,41.16238356,Eyüpsultan,GÖKTÜRK KÖYÜ,YOK,AÇIK,İETTBAYRAK,Uygun Degil,28.7983255669655 41.0385331899314),
3115,117843,PİRİNÇÇİKÖY YOLU,28.909516,41.161255,Eyüpsultan,KEMERBURGAZ,YOK,AÇIK,İETTBAYRAK,Uygun Degil,28.7983649652388 40.9989430056908),
3116,117851,BAHÇELER,28.90367,41.170874,Eyüpsultan,GÖKTÜRK,YOK,KAPALI,CCMODERN,Uygun Degil,28.7984219999827 41.0103430005552),
3117,117852,BAHÇELER,28.904483,41.170158,Eyüpsultan,KEMERBURGAZ,YOK,KAPALI,CCMODERN,Uygun Degil,28.7984469999825 41.0776990005659),
3118,117853,BAHÇELER ,28.905874,41.170258,Eyüpsultan,ÇIFTALAN,YOK,AÇIK,İETTBAYRAK,Uygun Degil,28.7984770000025 41.0384799991144),
3119,117854,BAHÇELER,28.905769,41.170318,Eyüpsultan,KEMERBURGAZ,YOK,AÇIK,AÇIK DURAK,Uygun Degil,28.7985019999825 41.0775340005659),
3120,117861,KARTAL ÇEŞME,28.89598,41.17487,Eyüpsultan,KEMERBURGAZ,YOK,KAPALI,CCMODERN,Uygun Degil,28.7985379999828 41.0068280005546),
3121,117862,KARTAL ÇEŞME,28.896137,41.175023,Eyüpsultan,GÖKTÜRK,YOK,KAPALI,CCMODERN,Uygun Degil,28.7985739999827 41.0329090005588),
3122,117871,ORMAN İŞLETMESİ,28.915894,41.154954,Eyüpsultan,KEMERBURGAZ,YOK,KAPALI,CCMODERN,Uygun Degil,28.7985829999827 41.0330490005588),
3123,117872,ORMAN İŞLETMESİ,28.916058,41.155165,Eyüpsultan,GÖKTÜRK,YOK,KAPALI,CCMODERN,Uygun Degil,28.7986250000097 41.1188199991142),
3124,117881,KESGİNGİL CADDESİ,28.963149,41.05848,Kagithane,OKMEYDANI,YOK,AÇIK,İETTBAYRAK,Uygun Degil,28.7987929999827 41.009334000555),
3125,117891,GÖKTÜRK CAMİİ,28.89100508,41.17863894,Eyüpsultan,GÖKTÜRK,YOK,KAPALI,CCMODERN,Uygun Degil,28.7988712492503 41.1189585303485),
3126,117892,GÖKTÜRK CAMİİ,28.890892,41.179032,Eyüpsultan,KEMERBURGAZ,YOK,KAPALI,CCMODERNDR,Uygun Degil,28.7988880681906 41.1170517491508),
3127,117893,GÖKTÜRK CAMİİ,28.890823,41.178467,Eyüpsultan,KAZLIÇESME,YOK,AÇIK,İETTBAYRAK,Uygun Degil,28.7989190144499 41.052952973656),
3128,117901,KAĞITHANE GARAJI,28.959244,41.066732,Kagithane,SILAHTAR,VAR,KAPALI,CCMODERN,Uygun Degil,28.7989399927312 41.052829989595),
3129,117902,KAĞITHANE GARAJI,28.958263,41.065864,Kagithane,KAGITHANE,VAR,KAPALI,CCMODERN,Uygun Degil,28.7989579999825 41.0877440005676),
3130,117911,SADABAD OSMANLI ARŞİVİ,28.962564,41.067637,Kagithane,ALIBEYKÖY,VAR,KAPALI,CCMODERN,Uygun Degil,28.799026577156 40.9988505150114),
3131,117912,SADABAD OSMANLI ARŞİVİ,28.963721,41.067741,Kagithane,AYAZAGA,YOK,FULL KAPALI,İSTON GENİŞ,Uygun Degil,28.7992089999828 40.9986190005533),
3132,117921,KAĞITHANE BELEDİYESİ,28.96661896,41.07212596,Kagithane,KAGITHANE,VAR,KAPALI,CCMODERNDR,Uygun Degil,28.7992260000026 41.058108999114),
3133,117922,KAĞITHANE BELEDİYESİ,28.966927,41.072693,Kagithane,POLIGON,VAR,KAPALI,CCMODERN,Uygun Degil,28.7994929999823 41.1425170005764),
3134,117931,ALİ FUAT CEBESOY,28.971641,41.08522,Kagithane,NURTEPE,YOK,AÇIK,OVAL KIRMIZI,Uygun Degil,28.7995659999827 41.0478500005612),
3135,117932,ALİ FUAT CEBESOY,28.97144099,41.08495396,Kagithane,SISLI,VAR,KAPALI,CCMODERNDR,Uygun Degil,28.7995659999828 41.0013900005538),
3136,117941,AKOM,28.96690004,41.08610601,Eyüpsultan,NURTEPE,YOK,KAPALI,CCMODERNDR,Uygun Degil,28.799639999982 41.1176780005722),
3137,117942,AKOM,28.966548,41.085945,Kagithane,KAGITHANE,YOK,AÇIK,OVAL KIRMIZI,Uygun Degil,28.7998089999826 41.0659190005641),
3138,117951,NURTEPE YOLU,28.963145,41.083447,Kagithane,KAGITHANE,YOK,KAPALI,CCMODERN,Uygun,28.7999579999826 41.0661440005641),
3139,117952,NURTEPE YOLU,28.962862,41.082682,Eyüpsultan,NURTEPE,YOK,KAPALI,CCMODERN,Uygun Degil,28.7999910000026 41.0333579991146),
3140,117961,HACI ETHEM ÜKTEM ORTAOKULU,28.963294,41.07962,Kagithane,KAGITHANE,YOK,AÇIK,İETTBAYRAK,Uygun Degil,28.8001410000026 41.0330179991145),
3141,117962,HACI ETHEM ÜKTEM ORTAOKULU,28.963093,41.079567,Eyüpsultan,NURTEPE,YOK,FULL KAPALI,İSTON GENİŞ,Uygun Degil,28.8001479719226 41.1028669984496),
3142,117971,NİŞANTAŞLAR,28.959095,41.076052,Kagithane,KAGITHANE,YOK,KAPALI,CCMODERN,Uygun Degil,28.8001730000026 41.0379289991144),
3143,117972,NİŞANTAŞLAR,28.958751,41.075918,Eyüpsultan,NURTEPE,YOK,FULL KAPALI,İSTON DAR,Uygun Degil,28.8001730000026 41.0379599991144),
3144,117981,NURTEPE,28.960928,41.077868,Eyüpsultan,GÜZELTEPE,YOK,FULL KAPALI,İSTON GENİŞ,Uygun Degil,28.8002367000093 41.0745489991149),
3145,117982,NURTEPE,28.961242,41.077907,Kagithane,KAGITHANE,YOK,AÇIK,İETTBAYRAK,Uygun,28.8002525796555 41.0408150467317),
3146,117991,GÜZELTEPE,28.9564617,41.07296307,Eyüpsultan,KAGITHANE,YOK,FULL KAPALI,İSTON GENİŞ,Uygun Degil,28.8002819999824 41.1203050005728),
3147,117992,GÜZELTEPE,28.95614989,41.07279859,Eyüpsultan,EMNIYETTEPE,YOK,AÇIK,İETTBAYRAK,Uygun Degil,28.8003329999826 41.0739100005653),
3148,118001,ABDÜLHAK HAMİT CADDESİ,28.98477702,41.04111099,Beyoglu,TAKSIM,YOK,KAPALI,CCMODERNDR,Uygun,28.800342999983 40.9699850005487),
3149,118011,GİRNE CADDESİ,28.969205,41.093568,Kagithane,HAVUZLAR MH.,YOK,AÇIK,İETTBAYRAK,Uygun,28.8003539999824 41.1199930005728),
3150,118012,GİRNE CADDESİ,28.969072,41.09374,Kagithane,KAGITHANE,YOK,KAPALI,CCMODERN,Uygun Degil,28.8004089800806 41.1029369912177),
3151,118021,HİSAR EĞİTİM OKULLARI,28.892643,41.17605,Eyüpsultan,KEMERBURGAZ,VAR,KAPALI,CCMODERN,Uygun Degil,28.8004210000026 41.0407449991144),
3152,118022,HİSAR EĞİTİM OKULLARI,28.892449,41.176299,Eyüpsultan,GÖKTÜRK,YOK,KAPALI,CCMODERN,Uygun Degil,28.800474999983 40.9646250005479),
3153,118031,KARAYOLLARI 1.BÖLGE MÜDÜRLÜĞÜ,28.961541,41.096007,Kagithane,KEMERBURGAZ,YOK,KAPALI,CCMODERN,Uygun Degil,28.8005530000026 41.0359209991145),
3154,118032,KARAYOLLARI 1.BÖLGE MÜDÜRLÜĞÜ,28.961515,41.095562,Eyüpsultan,KAGITHANE,YOK,KAPALI,CCMODERN,Uygun,28.8005699999824 41.1423620005764),
3155,118041,KUŞKONMAZ,28.967575,41.091113,Eyüpsultan,KAGITHANE,YOK,KAPALI,CCMODERNDR,Uygun Degil,28.8006090000026 41.0360189991145),
3156,118042,KUŞKONMAZ,28.96806298,41.09081201,Kagithane,KEMERBURGAZ,YOK,KAPALI,CCMODERNDR,Uygun Degil,28.8007299999819 41.0093720005544),
