Column1,SDURAKKODU,SDURAKADI,lon,lat,ILCEADI,SYON,AKILLI,FIZIKI,DURAK_TIPI,ENGELLIKULLANIM,28.99386488,41.03851705
3157,118051,YEŞİLCE CADDESİ,28.99073,41.077313,Sisli,MECIDIYEKÖY,YOK,FULL KAPALI,İSTON DAR,Uygun Degil,28.8007588787432 41.0478354100239),
3158,118061,BİRİNCİ ADA,28.975541,41.075928,Kagithane,KAGITHANE,YOK,AÇIK,İETTBAYRAK,Uygun,28.800868999983 40.9725530005491),
3159,118062,BİRİNCİ ADA,28.975212,41.076084,Kagithane,SISLI,YOK,AÇIK,İETTBAYRAK,Uygun,28.8009149999822 41.1190590005723),
3160,118071,GÜR,28.976991,41.073876,Kagithane,KAGITHANE,YOK,KAPALI,CCMODERNDR,Uygun Degil,28.8009959999825 41.1083300005709),
3161,118072,GÜR,28.976885,41.07371,Kagithane,SISLI,YOK,AÇIK,İETTBAYRAK,Uygun,28.8010479999825 41.1083300005709),
3162,118081,ÇAĞLAYAN YOKUŞU,28.973225,41.075166,Kagithane,KAGITHANE,YOK,KAPALI,CCMODERN,Uygun Degil,28.8010649941572 41.1084019778947),
3163,118082,ÇAĞLAYAN YOKUŞU,28.97342199,41.07512402,Kagithane,SISLI,VAR,KAPALI,CCMODERNDR,Uygun Degil,28.8010799742257 41.1084800353941),
3164,118091,İSTANBUL ADALET SARAYI,28.978989,41.068535,Kagithane,PIYALE PASA,YOK,AÇIK,AÇIK DURAK,Uygun Degil,28.8010909999822 41.1187870005724),
3165,118092,İSTANBUL ADALET SARAYI,28.981696,41.07009,Kagithane,KAGITHANE,YOK,KAPALI,WALLMODERN,Uygun Degil,28.8010979999826 41.0786920005661),
3166,118093,İSTANBUL ADALET SARAYI,28.982894,41.068642,Sisli,SISLI,VAR,KAPALI,WALLMODERN,Uygun Degil,28.8011699559883 41.1084299980709),
3167,118103,ÇAĞLAYAN YOLU,28.980235,41.06703698,Sisli,MECIDIYEKÖY( E5 ),YOK,KAPALI,DİĞER,Uygun Degil,28.8013259999827 41.0616190005634),
3168,118104,ÇAĞLAYAN YOLU,28.97667602,41.06768899,Kagithane,TOPKAPI(E5),VAR,KAPALI,DİĞER,Uygun Degil,28.8013589999826 41.0786090005661),
3169,118116,ŞİŞLİ MESLEKİ VE TEKNİK ANADOLU LİSESİ,28.98524404,41.06718504,Sisli,ÇAGLAYAN YOLU-SISLI,VAR,KAPALI,CCMODERNDR,Uygun Degil,28.8013649999825 41.0097510005549),
3170,118117,ŞİŞLİ MESLEKİ VE TEKNİK ANADOLU LİSESİ,28.984804,41.065329,Sisli,OKMEYDANI,YOK,KAPALI,WALLMODERN,Uygun Degil,28.8013770230395 41.0972599726825),
3171,118118,ŞİŞLİ MESLEKİ VE TEKNİK ANADOLU LİSESİ,28.985463,41.065648,Sisli,SISLI  1,YOK,KAPALI,WALLMODERN,Uygun,28.8014669999826 41.1052480005704),
3172,118121,ŞİMŞİR,28.98373199,41.07155399,Kagithane,HÜRRIYET MAH.,YOK,AÇIK,AÇIK DURAK,Uygun Degil,28.8016529928754 41.0973159788998),
3173,118122,ŞİMŞİR,28.983814,41.071457,Kagithane,SISLI,YOK,AÇIK,İETTBAYRAK,Uygun Degil,28.8017459999828 41.04057700056),
3174,118131,CENGİZ TOPEL CAMİİ,28.986422,41.072405,Kagithane,HÜRRIYET MAH.,YOK,AÇIK,İETTBAYRAK,Uygun Degil,28.801764999983 40.9728330005492),
3175,118132,CENGİZ TOPEL CAMİİ,28.986489,41.072519,Kagithane,SISLI,YOK,AÇIK,İETTBAYRAK,Uygun Degil,28.8018449999826 41.0881260005676),
3176,118141,HÜRRİYET MAHALLESİ,28.987171,41.075308,Kagithane,SON DURAK,YOK,KAPALI,WALLMODERN,Uygun,28.8018719999829 41.0114230005554),
3177,118151,MENBA SUYU,28.981355,41.073398,Kagithane,ÇAGLAYAN,YOK,AÇIK,İETTBAYRAK,Uygun,28.8018849999826 41.1053650005704),
3178,118152,MENBA SUYU,28.980308,41.073014,Kagithane,SISLI,YOK,AÇIK,İETTBAYRAK,Uygun Degil,28.8019279999828 41.0406520005601),
3179,118161,ÇAĞLAYAN CAMİİ,28.982045,41.075424,Kagithane,ÇAGLAYAN,YOK,AÇIK,İETTBAYRAK,Uygun Degil,28.8020309999826 41.0884510005677),
3180,118162,ÇAĞLAYAN CAMİİ,28.981179,41.075855,Kagithane,SISLI,YOK,AÇIK,İETTBAYRAK,Uygun Degil,28.8020789999829 41.0113500005553),
3181,118171,VATAN CADDESİ,28.98267302,41.07724703,Kagithane,KAGITHANE,YOK,,AÇIK DURAK,Uygun Degil,28.8021889999824 41.0615580005632),
3182,118172,VATAN CADDESİ,28.981953,41.077443,Kagithane,SISLI,YOK,AÇIK,İETTBAYRAK,Uygun,28.8023789999828 41.0419290005602),
3183,118181,İZZETPAŞA,28.985527,41.06835,Sisli,ÇAGLAYAN,YOK,AÇIK,İETTBAYRAK,Uygun Degil,28.8024030000028 41.0913059991133),
3184,118191,KARKUYUSU,28.988426,41.066711,Sisli,MECIDIYEKÖY,YOK,KAPALI,WALLMODERN,Uygun Degil,28.8024789999829 41.0317230005586),
3185,118192,KARKUYUSU,28.989262,41.067488,Sisli,ÇAGLAYAN,YOK,KAPALI,WALLMODERN,Uygun Degil,28.8024869999826 41.115054000572),
3186,118201,ANTİKACILAR SİTESİ,28.98887901,41.06808104,Sisli,KUSTEPE,YOK,AÇIK,CCMODERN,Uygun Degil,28.8024959999828 41.0418760005602),
3187,118202,ANTİKACILAR SİTESİ,28.988712,41.067992,Sisli,SISLI,YOK,KAPALI,AÇIK DURAK,Uygun Degil,28.8026940000028 41.0919039991133),
3188,118211,ALPEREN CADDESİ,28.924602,41.082454,Eyüpsultan,AKSEMSETTIN,YOK,AÇIK,İETTBAYRAK,Uygun Degil,28.8027149999826 41.1122820005715),
3189,118212,ALPEREN CADDESİ,28.924559,41.082059,Eyüpsultan,YESILPINAR,YOK,AÇIK,İETTBAYRAK,Uygun Degil,28.8028229999826 41.114997000572),
3190,118221,KUŞTEPE,28.991142,41.075492,Sisli,SON DURAK,YOK,AÇIK,İETTBAYRAK,Uygun Degil,28.802826999983 41.008937000555),
3191,118231,ZİNCİRLİDERE,29.000394,41.074942,Kagithane,SONDURAK,YOK,KAPALI,WALLMODERN,Uygun Degil,28.802875674036 41.0530921209033),
3192,118241,TURİZMCİLER SİTESİ ,28.920848,41.090593,Eyüpsultan,HASDAL,YOK,KAPALI,CCMODERN,Uygun Degil,28.8028820442798 41.0529429693575),
3193,118242,TURİZMCİLER SİTESİ ,28.920598,41.090628,Gaziosmanpasa,YESILPINAR,YOK,AÇIK,İETTBAYRAK,Uygun Degil,28.8029060078683 41.0649340398926),
3194,118251,GALATA DERESİ CADDESİ,28.997541,41.076184,Kagithane,MECIDIYEKÖY,YOK,AÇIK,İETTBAYRAK,Uygun Degil,28.8029760201716 41.0651700047784),
3195,118252,GALATA DERESİ CADDESİ,28.997383,41.076014,Sisli,ZINCIRLIDERE,YOK,AÇIK,İETTBAYRAK,Uygun Degil,28.8029809999826 41.0437260005603),
3196,118261,FİLİZ CAMİİ,28.992561,41.075522,Sisli,MECIDIYEKÖY,YOK,AÇIK,İETTBAYRAK,Uygun Degil,28.8030099999826 41.1099510005712),
3197,118262,FİLİZ CAMİİ,28.99349,41.076578,Sisli,ZINCIRLIDERE,YOK,AÇIK,İETTBAYRAK,Uygun,28.8030200110838 40.9642710011545),
3198,118263,FİLİZ CAMİİ,28.993649,41.076715,Kagithane,MECIDIYEKÖY,YOK,AÇIK,İETTBAYRAK,Uygun Degil,28.803048999983 41.0090860005549),
3199,118272,GÖKTÜRK DERESİ,28.890785,41.176599,Eyüpsultan,KEMERBURGAZ,YOK,KAPALI,CCMODERN,Uygun,28.8030989999826 41.1124250005716),
3200,118281,KAĞITHANE CADDESİ,28.971199,41.075731,Kagithane,SISLI,YOK,AÇIK,İETTBAYRAK,Uygun,28.8031649999829 41.0312410005585),
3201,118282,KAĞITHANE CADDESİ,28.97116,41.076318,Kagithane,KAGITHANE,YOK,AÇIK,İETTBAYRAK,Uygun Degil,28.8031800000097 40.9646729991175),
3202,118291,KÖPRÜBAŞI MAHALLESİ,28.873718,41.183118,Eyüpsultan,SONDURAK,YOK,KAPALI,İETTCAMLI,Uygun Degil,28.8032909999826 41.1101990005712),
3203,118301,HAMİDİYE CAMİİ,28.964807,41.093626,Eyüpsultan,KAGITHANE,YOK,AÇIK,İETTBAYRAK,Uygun Degil,28.8032959644817 40.9641130157486),
3204,118302,HAMİDİYE CAMİİ,28.96501004,41.09378797,Kagithane,KEMERBURGAZ,YOK,AÇIK,İETTBAYRAK,Uygun Degil,28.8032999999826 41.0435970005604),
3205,118311,SUR,28.901379,41.17207,Eyüpsultan,KEMERBURGAZ,YOK,KAPALI,CCMODERN,Uygun Degil,28.8033319999826 41.1229320005732),
3206,118312,SUR,28.901012,41.172509,Eyüpsultan,GÖKTÜRK,YOK,KAPALI,CCMODERNDR,Uygun Degil,28.8033489999828 41.0636880005637),
3207,118321,MECİDİYEKÖY DEREYOLU,28.994594,41.072825,Sisli,ZINCIRLIDERE,YOK,AÇIK,İETTBAYRAK,Uygun,28.8033889999822 41.1217140005728),
3208,118322,MECİDİYEKÖY DEREYOLU,28.99477203,41.072599,Sisli,MECIDIYEKÖY,YOK,AÇIK,İETTBAYRAK,Uygun,28.8033899999831 40.971800000549),
3209,118331,PROFİLO,28.99981,41.069751,Sisli,MECIDIYEKÖY,YOK,FULL KAPALI,İSTON DAR_İBB,Uygun Degil,28.8034150078491 41.1181050252959),
3210,118332,PROFİLO,28.999991,41.069715,Sisli,GÜLBAG,YOK,AÇIK,İETTBAYRAK,Uygun Degil,28.8035453100098 41.1179556291142),
3211,118341,GÜLBAĞ,28.994713,41.074693,Sisli,SON DURAK,VAR,KAPALI,CCMODERN,Uygun Degil,28.8035960000028 41.0710689991137),
3212,118351,OSMAN SAĞNAK CAMİİ,28.99762378,41.07261122,Sisli,MECIDIYEKÖY,YOK,AÇIK,İETTBAYRAK,Uygun Degil,28.8036339999827 41.1014840005698),
3213,118352,OSMAN SAĞNAK CAMİİ,28.99761477,41.07271535,Sisli,GÜLBAG,YOK,AÇIK,İETTBAYRAK,Uygun Degil,28.8037319999828 41.0602460005632),
3214,118361,HİLTON SİTESİ,28.998552,41.05896099,Sisli,SON DURAK,YOK,KAPALI,CCMODERNDR,Uygun Degil,28.8037569999829 41.0459970005609),
3215,118372,ANADOLU CADDESİ,28.978402,41.086585,Kagithane,KAGITHANE,YOK,AÇIK,İETTBAYRAK,Uygun Degil,28.8037789999828 41.0635160005637),
3216,118381,MECİDİYEKÖY VERGİ DAİRESİ,29.001382,41.06387,Sisli,GAYRETTEPE,YOK,KAPALI,CCMODERN,Uygun Degil,28.8038169999827 41.1047280005704),
3217,118391,AHİ EVRAN MESLEKİ VE TEKNİK ANADOLU LİSESİ,28.997769,41.062589,Sisli,GAYRETTEPE,YOK,AÇIK,İETTBAYRAK,Uygun Degil,28.8038190000029 41.0712189991138),
3218,118392,AHİ EVRAN MESLEKİ VE TEKNİK ANADOLU LİSESİ,28.99774103,41.06231602,Sisli,HILTON SITESI,YOK,AÇIK,İETTBAYRAK,Uygun Degil,28.8038199999828 41.0574800005627),
3219,118401,MEVLÜT PEHLİVAN SOKAK,28.997662,41.063342,Sisli,EMNIYET MÜD.,YOK,KAPALI,CCMODERN,Uygun Degil,28.8038229999828 41.0602750005631),
3220,118411,EMNİYET MÜDÜRLÜĞÜ,29.00266102,41.06460897,Besiktas,MECIDIYEKÖY,YOK,KAPALI,CCMODERNDR,Uygun Degil,28.803853999983 41.0147080005558),
3221,118421,İTFAİYE,28.96546397,41.05838499,Sisli,OKMEYDANI,YOK,KAPALI,CCMODERNDR,Uygun Degil,28.8038649999828 41.0545820005622),
3222,118422,İTFAİYE,28.96601899,41.05793399,Sisli,HALIL RIFAT PASA,YOK,AÇIK,AÇIK DURAK,Uygun Degil,28.8038949999827 41.0923630005684),
3223,118431,DİKİLİTAŞ,29.009114,41.058239,Besiktas,SON DURAK,YOK,KAPALI,WALLMODERN,Uygun Degil,28.8039129999827 41.1066850005706),
3224,118441,DİKİLİTAŞ ÇEŞME,29.006381,41.056954,Besiktas,BESIKTAS,YOK,KAPALI,CCMODERN,Uygun Degil,28.8039159999827 41.10274900057),
3225,118442,DİKİLİTAŞ ÇEŞME,29.006163,41.056361,Besiktas,DIKILITAS,YOK,AÇIK,İETTBAYRAK,Uygun,28.8039309999823 41.1016250005696),
3226,118451,EMİRHAN CADDESİ,29.002241,41.054467,Besiktas,DIKILITAS,YOK,AÇIK,İETTBAYRAK,Uygun Degil,28.8039479999827 41.0928890005684),
3227,118452,EMİRHAN CADDESİ,29.002122,41.054175,Besiktas,EMINÖNÜ,YOK,KAPALI,WALLMODERN,Uygun Degil,28.8039490282904 41.0508569903738),
3228,118461,GAYRETTEPE DUTLUK,29.00445894,41.05875227,Besiktas,GAYRETTEPE,YOK,AÇIK,İETTBAYRAK,Uygun Degil,28.8039500463855 41.0545439876218),
3229,118462,GAYRETTEPE DUTLUK,29.004741,41.059092,Besiktas,EMINÖNÜ,YOK,KAPALI,CCMODERN,Uygun Degil,28.803988029964 41.0576040054245),
3230,118471,FULYA TESİSLERİ,29.000164,41.053153,Sisli,AKARETLER,YOK,KAPALI,WALLMODERN,Uygun Degil,28.803992234499 41.0532635742463),
3231,118472,FULYA TESİSLERİ,29.000217,41.053346,Besiktas,FULYA,YOK,KAPALI,CCMODERN,Uygun Degil,28.804080999983 41.0152800005559),
3232,118482,MAÇKA PARKI,28.99153433,41.04896776,Sisli,BESIKTAS,YOK,KAPALI,İETTBAYRAK,Uygun Degil,28.8040860337403 41.0532769872739),
3233,118491,FULYA MAHALLESİ,28.996396,41.059816,Sisli,SON DURAK,VAR,KAPALI,CCMODERN,Uygun Degil,28.8042259999828 41.0848010005671),
3234,118501,IHLAMUR,29.003054,41.051371,Besiktas,DIKILITAS,YOK,KAPALI,CCMODERN,Uygun Degil,28.8042269999825 41.0704570005646),
3235,118502,IHLAMUR,29.000933,41.050015,Sisli,EMINÖNÜ,VAR,KAPALI,WALLMODERN,Uygun Degil,28.8042669999829 41.0461600005609),
3236,118503,IHLAMUR,29.002697,41.05196,Besiktas,EMINÖNÜ,YOK,AÇIK,İETTBAYRAK,Uygun Degil,28.8043969999827 41.0989540005694),
3237,118511,MURADİYE,29.000023,41.047459,Besiktas,EMINÖNÜ,YOK,AÇIK,İETTBAYRAK,Uygun Degil,28.8044330000098 41.0185499991163),
3238,118512,MURADİYE,29.000162,41.047604,Besiktas,IHLAMUR,YOK,KAPALI,CCMODERN,Uygun,28.8045339999824 41.0991170005692),
3239,118521,AKARETLER,29.002123,41.04335,Besiktas,IHLAMUR,YOK,AÇIK,WALLMODERN,Uygun Degil,28.8046489999827 41.1141600005718),
3240,118522,AKARETLER,29.002195,41.0435,Besiktas,DOLMABAHÇE,YOK,KAPALI,İETTBAYRAK,Uygun Degil,28.8047859999829 41.053130000562),
3241,118531,VALİDEÇEŞME,28.998431,41.04309,Besiktas,MAÇKA,YOK,KAPALI,CCMODERN,Uygun Degil,28.804809999983 41.0192700005566),
3242,118542,MAÇKA,28.994992,41.044338,Sisli,SISLI,YOK,KAPALI,WALLMODERN,Uygun Degil,28.8048269999827 41.1143350005719),
3243,118551,VİŞNEZADE,28.995854,41.042362,Besiktas,DOLMABAHÇE,YOK,KAPALI,WALLMODERN,Uygun Degil,28.8048799999828 41.0702860005648),
3244,118561,TEŞVİKİYE,28.994519,41.0474,Sisli,SISLI,VAR,KAPALI,WALLMODERN,Uygun Degil,28.8048889999828 41.084386000567),
3245,118571,NİŞANTAŞI,28.989419,41.05014,Sisli,MAÇKA,YOK,KAPALI,WALLMODERN,Uygun Degil,28.8051459999827 41.1178010005724),
3246,118572,NİŞANTAŞI,28.992865,41.050479,Sisli,SISLI,YOK,KAPALI,CCMODERN,Uygun Degil,28.805220000003 41.1204939991128),
3247,118581,DOLMABAHÇE GAZHANE CADDESİ,28.99274799,41.03991296,Sisli,TAKSIM,YOK,KAPALI,CCMODERNDR,Uygun Degil,28.8052429999828 41.0869570005674),
3248,118591,19 MAYIS MAHALLESİ,28.992771,41.05869,Sisli,IHLAMUR,YOK,AÇIK,İETTBAYRAK,Uygun Degil,28.8053149999829 41.0647040005639),
3249,118592,19 MAYIS MAHALLESİ,28.992565,41.059097,Sisli,FULYA,YOK,AÇIK,İETTBAYRAK,Uygun Degil,28.8053389999827 41.1179940005724),
3250,118601,OTİM YOLU,28.99990402,41.05661196,Besiktas,GAYRETTEPE,YOK,KAPALI,CCMODERNDR,Uygun Degil,28.8053500058313 41.0295775049597),
3251,118602,OTİM YOLU,28.998925,41.055865,Sisli,EMINÖNÜ,YOK,KAPALI,CCMODERN,Uygun Degil,28.8053879999829 41.0496150005615),
3252,118611,ESERLER,28.95950102,41.05173702,Beyoglu,OKMEYDANI,YOK,AÇIK,İETTBAYRAK,Uygun Degil,28.8056729999831 41.0004360005536),
3253,118612,ESERLER,28.95941738,41.05198062,Beyoglu,KULAKSIZ,YOK,AÇIK,İETTBAYRAK,Uygun Degil,28.8057109999829 41.0804210005664),
3254,118621,AKKİRMAN,28.99654499,41.05644397,Sisli,IHLAMUR,YOK,KAPALI,CCMODERNDR,Uygun Degil,28.8058220000098 40.9698779991174),
3255,118622,AKKİRMAN,28.996364,41.056615,Sisli,FULYA,YOK,AÇIK,İETTBAYRAK,Uygun Degil,28.8058299593061 41.0963969718325),
3256,118631,TELEFON BAŞMÜDÜRLÜĞÜ,29.008269,41.065707,Besiktas,BESIKTAS,YOK,KAPALI,WALLMODERN,Uygun Degil,28.8059450000096 41.120822999114),
3257,118641,SAYA HİLAL CAMİİ,28.917574,41.07492,Eyüpsultan,ALIBEYKÖY,VAR,KAPALI,CCMODERN,Uygun Degil,28.805953999983 41.0292690005582),
3258,118642,SAYA HİLAL CAMİİ,28.917408,41.074913,Gaziosmanpasa,YESILPINAR,YOK,AÇIK,İETTBAYRAK,Uygun Degil,28.8059689999829 41.0803190005664),
3259,118651,BADEMLİK,28.948771,41.052675,Beyoglu,MECIDIYEKÖY,YOK,AÇIK,İETTBAYRAK,Uygun Degil,28.8060319999828 41.0867680005674),
3260,118652,BADEMLİK,28.947161,41.051977,Beyoglu,TOPKAPI,YOK,KAPALI,CCMODERN,Uygun Degil,28.8060669999828 41.096712000569),
3261,118661,OKMEYDANI,28.96108797,41.05681701,Kagithane,TOPKAPI(E5),VAR,KAPALI,WALLMODERN,Uygun,28.8061069999831 41.0234330005572),
3262,118662,OKMEYDANI,28.959398,41.055054,Kagithane,M.KÖY  E 5,VAR,KAPALI,WALLMODERN,Uygun Degil,28.8061529999831 41.0228380005572),
3263,118663,OKMEYDANI,28.96434589,41.05786156,Sisli,TOPKAPI,YOK,KAPALI,WALLMODERN,Uygun Degil,28.8061770000099 41.1244369991141),
3264,118664,OKMEYDANI,28.96499186,41.05802983,Sisli,MECIDIYEKÖY,YOK,KAPALI,CCMODERN,Uygun Degil,28.8062099999831 41.0086120005549),
3265,118665,OKMEYDANI,28.964769,41.057892,Sisli,DARÜLACEZE 77 LER,YOK,KAPALI,WALLMODERN,Uygun Degil,28.8062239999831 41.0083940005548),
3266,118666,OKMEYDANI,28.963026,41.055186,Sisli,KASIMPASA,YOK,AÇIK,İETTBAYRAK,Uygun Degil,28.8062560116693 41.0948930093825),
3267,118671,FİDANLIK,28.921808,41.093537,Sultangazi,ALIBEYKÖY,YOK,AÇIK,İETTBAYRAK,Uygun,28.806269000003 41.1136139991128),
3268,118672,FİDANLIK,28.922287,41.093399,Sultangazi,YUNUS EMRE MAH.,YOK,AÇIK,İETTBAYRAK,Uygun Degil,28.8062979999832 41.0009720005537),
3269,118681,ÇIKSALIN,28.953981,41.052258,Beyoglu,MECIDIYEKÖY,YOK,KAPALI,CCMODERN,Uygun Degil,28.8063309531152 41.1232369677668),
3270,118682,ÇIKSALIN,28.951524,41.049972,Beyoglu,SONDURAK,VAR,KAPALI,CCMODERN,Uygun Degil,28.806393000003 41.1135499991129),
3271,118683,ÇIKSALIN,28.953686,41.052239,Beyoglu,TOPKAPI,VAR,KAPALI,CCMODERN,Uygun Degil,28.8065255942055 41.0943160989542),
3272,118684,ÇIKSALIN,28.951531,41.049775,Beyoglu,SONDURAK(77Ç),YOK,KAPALI,CCMODERN,Uygun Degil,28.806529999983 41.0609360005633),
3273,118691,ÖRNEKTEPE,28.954276,41.059497,Kagithane,SON DURAK,YOK,KAPALI,CCMODERNDR,Uygun Degil,28.8065459999826 41.060717000563),
3274,118701,ÖRNEKTEPE YOLU,28.955832,41.055612,Kagithane,OKMEYDANI,YOK,AÇIK,İETTBAYRAK,Uygun Degil,28.8066020263147 41.1214279601371),
3275,118702,ÖRNEKTEPE YOLU,28.955818,41.055833,Kagithane,ÖRNEKTEPE,YOK,AÇIK,OVAL KIRMIZI,Uygun,28.8066530000027 41.0902109991132),
3276,118711,CEMAL KAMACI,28.958765,41.053264,Kagithane,TOPKAPI,VAR,KAPALI,CCMODERN,Uygun Degil,28.806697000003 41.0902179991133),
3277,118712,CEMAL KAMACI,28.959475,41.052865,Beyoglu,MECIDIYEKÖY,YOK,KAPALI,WALLMODERN,Uygun Degil,28.8068200466939 41.0645360440569),
3278,118721,NİŞANGAH,28.966571,41.055767,Sisli,KASIMPASA,YOK,KAPALI,WALLMODERN,Uygun Degil,28.8068719999831 41.0254720005576),
3279,118722,NİŞANGAH,28.965958,41.056428,Sisli,PIY.PASA-SISLI,YOK,KAPALI,WALLMODERN,Uygun Degil,28.806884999983 41.046758000561),
3280,118723,NİŞANGAH,28.960848,41.052905,Beyoglu,MECIDIYEKÖY,VAR,KAPALI,CCMODERN,Uygun Degil,28.8070359154742 41.0466244986569),
3281,118724,NİŞANGAH,28.961333,41.053265,Kagithane,TOPKAPI,VAR,KAPALI,CCMODERNDR,Uygun Degil,28.8070849999831 41.0255530005576),
3282,118731,HÜSEYİN AVNİ KURŞUN İLKOKULU,28.967727,41.057758,Sisli,HALIL RIFAT PASA,YOK,AÇIK,İETTBAYRAK,Uygun Degil,28.8072823404383 41.119922395184),
3283,118741,TALATPAŞA,28.963657,41.059569,Kagithane,SISLI,YOK,AÇIK,İETTBAYRAK,Uygun Degil,28.8074379999828 41.1196250005727),
3284,118751,MERKEZ CAMİİ,28.91721,41.078121,Eyüpsultan,ALIBEYKÖY,YOK,AÇIK,İETTBAYRAK,Uygun Degil,28.807496999983 41.0534880005621),
3285,118752,MERKEZ CAMİİ,28.917152,41.078211,Eyüpsultan,YESILPINAR,YOK,AÇIK,İETTBAYRAK,Uygun Degil,28.8075979999832 41.0072500005547),
3286,118761,DARÜLACEZE,28.966939,41.060273,Sisli,MECIDIYEKÖY,YOK,KAPALI,WALLMODERN,Uygun Degil,28.8077459999832 41.0072720005548),
3287,118762,DARÜLACEZE,28.966357,41.06019,Sisli,TOPKAPI,YOK,KAPALI,WALLMODERN,Uygun Degil,28.8079499999825 41.1197440005725),
3288,118782,OKMEYDANI DEREYOLU,28.969612,41.064082,Kagithane,TOPKAPI,YOK,KAPALI,WALLMODERN,Uygun Degil,28.808296999983 41.077760000566),
3289,118791,PROF.DR.CEMİL TAŞÇIOĞLU ŞEHİR HASTANESİ,28.971762,41.064814,Sisli,MECIDIYEKÖY,VAR,KAPALI,WALLMODERN,Uygun Degil,28.808511999983 41.078080000566),
3290,118792,PROF.DR.CEMİL TAŞÇIOĞLU ŞEHİR HASTANESİ,28.971354,41.065674,Kagithane,TOPKAPI,VAR,KAPALI,WALLMODERN,Uygun Degil,28.8086299998838 41.0697840339286),
3291,118793,PROF.DR.CEMİL TAŞÇIOĞLU ŞEHİR HASTANESİ,28.97469,41.062698,Sisli,KASIMPASA(77A),YOK,KAPALI,CCMODERN,Uygun Degil,28.8086560081654 41.0700450273023),
3292,118794,PROF.DR.CEMİL TAŞÇIOĞLU ŞEHİR HASTANESİ,28.97576,41.063224,Sisli,ÇAGLAYAN,YOK,KAPALI,CCMODERN,Uygun,28.8088189999826 41.0957850005687),
3293,118801,ÇİFTECEVİZLER,28.979039,41.064831,Sisli,MECIDIYEKÖY,VAR,KAPALI,WALLMODERN,Uygun Degil,28.8088559999825 41.2398180005922),
3294,118802,ÇİFTECEVİZLER,28.979508,41.064828,Sisli,TOPKAPI,VAR,KAPALI,WALLMODERN,Uygun Degil,28.8088919999833 41.0048210005543),
3295,118811,YEŞİLPINAR ÇEŞME,28.918456,41.079468,Eyüpsultan,YESILPINAR,YOK,AÇIK,İETTBAYRAK,Uygun Degil,28.808949999983 41.0956820005689),
3296,118812,YEŞİLPINAR ÇEŞME ,28.918651,41.079577,Eyüpsultan,ALIBEYKÖY,YOK,AÇIK,İETTBAYRAK,Uygun,28.809015999983 41.0815330005666),
3297,118821,GÜRSEL MAHALLESİ,28.97238399,41.07113498,Kagithane,SISLI,YOK,AÇIK,AÇIK DURAK,Uygun Degil,28.8090509782484 41.090438881239),
3298,118831,İSTAÇ,28.967665,41.050233,Sisli,KASIMPASA,YOK,KAPALI,WALLMODERN,Uygun,28.8090829999825 41.2397440005923),
3299,118832,İSTAÇ,28.968149,41.049786,Sisli,MECIDIYEKÖY,YOK,KAPALI,WALLMODERN,Uygun Degil,28.8091539999832 41.027990000558),
3300,118841,HALİL RIFAT PAŞA,28.971838,41.057853,Sisli,KASIMPASA,YOK,KAPALI,WALLMODERN,Uygun,28.809185999983 41.0769960005659),
3301,118842,HALİL RIFAT PAŞA,28.972318,41.05857,Sisli,ÇAGLAYAN,YOK,KAPALI,WALLMODERN,Uygun Degil,28.8091908628952 41.0904092616492),
3302,118843,HALİL RIFAT PAŞA,28.968949,41.057578,Sisli,SON DURAK,VAR,KAPALI,CCMODERN,Uygun Degil,28.8092809999829 41.1046890005703),
3303,118851,KADINLAR ÇEŞMESİ,28.967841,41.045685,Beyoglu,KASIMPASA,YOK,KAPALI,WALLMODERN,Uygun Degil,28.8093269999829 41.1045600005703),
3304,118853,KADINLAR ÇEŞMESİ,28.968372,41.045192,Beyoglu,MECIDIYEKÖY,YOK,KAPALI,WALLMODERN,Uygun Degil,28.8094439999823 41.2791670005987),
3305,118861,AHMET EMİN YALMAN İLKOKULU,28.969883,41.034368,Beyoglu,MECIDIYEKÖY,YOK,KAPALI,WALLMODERN,Uygun Degil,28.8095429999829 41.1183460005725),
3306,118871,PİYALEPAŞA BULVARI,28.966848,41.042517,Beyoglu,KASIMPASA,YOK,KAPALI,WALLMODERN,Uygun Degil,28.809635999983 41.0819630005667),
3307,118892,HALİDE EDİP ADIVAR İLKOKULU,28.97463902,41.06097403,Sisli,H.EDIP ADIVAR,YOK,AÇIK,AÇIK DURAK,Uygun Degil,28.8096519999831 41.0754820005656),
3308,118901,ATATÜRK BULVARI,28.9207,41.081837,Eyüpsultan,ALIBEYKÖY,YOK,FULL KAPALI,İSTON GENİŞ_İBB,Uygun Degil,28.809841999983 41.1060680005705),
3309,118902,ATATÜRK BULVARI,28.92085998,41.08201996,Eyüpsultan,YESILPINAR,YOK,KAPALI,CCMODERNDR,Uygun Degil,28.8098639999829 41.1180930005725),
3310,118911,ÇELEBİ CADDESİ,28.964903,41.06138,Kagithane,OKMEYDANI,YOK,AÇIK,İETTBAYRAK,Uygun Degil,28.8099039999829 41.1130600005716),
3311,118921,PİYALEPAŞA,28.967313,41.039555,Beyoglu,MECIDIYEKÖY,VAR,KAPALI,WALLMODERN,Uygun,28.8099539669826 41.0086229768121),
3312,118922,PİYALEPAŞA,28.967044,41.039118,Beyoglu,KASIMPASA,VAR,KAPALI,WALLMODERN,Uygun Degil,28.8099663738264 41.2427286869269),
