HATKODU,YON,SIRANO,DURAKKODU,XKOORDINATI,YKOORDINATI,YON,SEFER_SURESI
320Y,G,38,226522,29.162564,40.989064,1,
320Y,G,39,209692,29.15886,40.991201,1,
320Y,G,40,226512,29.155916,40.991297,1,
320Y,G,41,226501,29.15471,40.989908,1,
320Y,G,42,226491,29.154012,40.988436,1,
320Y,G,43,260731,29.151651,40.989436,1,
320Y,G,44,209782,29.150912,40.99054,1,
320Y,G,45,213741,29.149144,40.990773,1,
320Y,G,46,226481,29.147635,40.989898,1,
320Y,G,47,226471,29.143079,40.987718,1,
320Y,G,48,226461,29.140308,40.987139,1,
320Y,G,49,226451,29.138181,40.986241,1,
320Y,G,50,226441,29.134017,40.982782,1,
320Y,G,51,213851,29.132373,40.98145,1,
320Y,G,52,226431,29.127738,40.980023,1,
320Y,G,53,226421,29.124817,40.978756,1,
320Y,G,54,226411,29.121689,40.978235,1,
320Y,G,55,226401,29.117981,40.978621,1,
320Y,G,56,226391,29.113779,40.978988,1,
320Y,G,57,226381,29.110014,40.979194,1,
320Y,G,58,226371,29.105477,40.979503,1,
320Y,G,59,226361,29.10372,40.977769,1,
320Y,G,60,226331,29.102125,40.975701,1,
320Y,G,61,225654,29.099218,40.976064,1,
32A,D,1,105702,28.947983,41.010074,0,
32A,D,2,105454,28.944337,41.01089,0,
32A,D,3,105692,28.94026,41.012149,0,
32A,D,4,105592,28.935177,41.014609,0,
32A,D,5,105582,28.931516,41.016384,0,
32A,D,6,105572,28.929084,41.01754,0,
32A,D,7,106062,28.926654,41.018702,0,
32A,D,8,106092,28.92438,41.023209,0,
32A,D,9,105382,28.922629,41.024311,0,
32A,D,10,109142,28.92035,41.025392,0,
32A,D,11,106711,28.91634,41.029189,0,
32A,D,12,106652,28.913826,41.033329,0,
32A,D,13,108612,28.91242,41.03723,0,
32A,D,14,108592,28.91146,41.040513,0,
32A,D,15,106692,28.907386,41.041556,0,
32A,D,16,106682,28.90429,41.042348,0,
32A,D,17,106672,28.905011,41.045174,0,
32A,D,18,109151,28.909759,41.045044,0,
32A,D,19,106721,28.908441,41.047117,0,
32A,D,20,107453,28.907991,41.04849,0,
32A,D,21,107452,28.905996,41.051208,0,
32A,D,22,109342,28.904935,41.052333,0,
32A,D,23,106642,28.903081,41.053192,0,
32A,D,24,106632,28.903939,41.055901,0,
32A,D,25,106622,28.902357,41.058786,0,
32A,D,26,106612,28.900509,41.060417,0,
32A,D,27,106951,28.898152,41.060911,0,
32A,D,28,107091,28.894198,41.060875,0,
32A,D,29,106591,28.891437,41.063285,0,
32A,D,30,109322,28.888674,41.064304,0,
32A,D,31,109312,28.886163,41.066194,0,
32A,D,32,108242,28.886422,41.068489,0,
32A,D,33,106552,28.885197,41.06963,0,
32A,D,34,107441,28.88437,41.071412,0,
32A,D,35,301141,28.88311,41.072175,0,
32A,G,1,301141,28.88311,41.072175,1,
32A,G,2,106551,28.884898,41.069744,1,
32A,G,3,109311,28.886182,41.06616,1,
32A,G,4,109321,28.889296,41.06404,1,
32A,G,5,106592,28.892087,41.063747,1,
32A,G,6,106741,28.895283,41.06317,1,
32A,G,7,106601,28.897107,41.062644,1,
32A,G,8,106611,28.900537,41.060188,1,
32A,G,9,106621,28.902239,41.058682,1,
32A,G,10,106631,28.903811,41.055912,1,
32A,G,11,106641,28.903144,41.053242,1,
32A,G,12,109341,28.904857,41.052277,1,
32A,G,13,107451,28.90582,41.051191,1,
32A,G,14,109351,28.90657,41.049537,1,
32A,G,15,106662,28.906304,41.047458,1,
32A,G,16,106671,28.904863,41.045224,1,
32A,G,17,106681,28.903882,41.043003,1,
32A,G,18,106691,28.907226,41.04142,1,
32A,G,19,107711,28.912244,41.03897,1,
32A,G,20,106651,28.91178,41.035632,1,
32A,G,21,108621,28.913582,41.031527,1,
32A,G,22,106712,28.916206,41.029022,1,
32A,G,23,109141,28.920109,41.025309,1,
32A,G,24,105381,28.922553,41.024043,1,
32A,G,25,106091,28.924781,41.022554,1,
32A,G,26,106061,28.923551,41.019503,1,
32A,G,27,105571,28.929345,41.016956,1,
32A,G,28,105581,28.931674,41.0158,1,
32A,G,29,105591,28.936818,41.01329,1,
32A,G,30,105691,28.9407,41.011465,1,
32A,G,31,105453,28.944258,41.010524,1,
32A,G,32,105701,28.947788,41.009628,1,
32A,G,33,183911,28.952007,41.00909,1,
32M,D,1,309111,28.992163,41.066406,0,
32M,D,2,118104,28.976676,41.067688,0,
32M,D,3,118661,28.961087,41.056817,0,
32M,D,4,182331,28.947236,41.050139,0,
32M,D,5,120974,28.93726,41.039062,0,
32M,D,6,107712,28.912504,41.039319,0,
32M,D,7,108592,28.91146,41.040513,0,
32M,D,8,106692,28.907386,41.041556,0,
32M,D,9,106682,28.90429,41.042348,0,
32M,D,10,106671,28.904863,41.045224,0,
32M,D,11,108142,28.900892,41.047154,0,
32M,D,12,107332,28.899337,41.049142,0,
32M,D,13,108911,28.899426,41.052312,0,
32M,D,14,107302,28.897058,41.055217,0,
32M,D,15,111511,28.895047,41.057942,0,
32M,D,16,107242,28.893211,41.060191,0,
32M,D,17,106591,28.891437,41.063285,0,
32M,D,18,109322,28.888674,41.064304,0,
32M,D,19,109312,28.886163,41.066194,0,
32M,D,20,108242,28.886422,41.068489,0,
32M,D,21,106552,28.885197,41.06963,0,
32M,D,22,107441,28.88437,41.071412,0,
32M,D,23,301141,28.88311,41.072175,0,
32M,G,1,301141,28.88311,41.072175,1,
32M,G,2,106551,28.884898,41.069744,1,
32M,G,3,109311,28.886182,41.06616,1,
32M,G,4,109321,28.889296,41.06404,1,
32M,G,5,106592,28.892087,41.063747,1,
32M,G,6,106741,28.895283,41.06317,1,
32M,G,7,106601,28.897107,41.062644,1,
32M,G,8,106951,28.898152,41.060911,1,
32M,G,9,107091,28.894198,41.060875,1,
32M,G,10,107241,28.893131,41.059978,1,
32M,G,11,111512,28.894961,41.057666,1,
32M,G,12,107301,28.89643,41.055716,1,
32M,G,13,108912,28.899083,41.052443,1,
32M,G,14,107331,28.899138,41.049149,1,
32M,G,15,108141,28.900638,41.046711,1,
32M,G,16,106671,28.904863,41.045224,1,
32M,G,17,106681,28.903882,41.043003,1,
32M,G,18,106691,28.907226,41.04142,1,
32M,G,19,176901,28.910503,41.040001,1,
32M,G,20,120973,28.937417,41.03815,1,
32M,G,21,180751,28.946124,41.047753,1,
32M,G,22,118662,28.959397,41.055054,1,
32M,G,23,118103,28.980235,41.067036,1,
32M,G,24,309111,28.992163,41.066406,1,
32T,D,1,117322,28.987017,41.047428,0,
32T,D,2,121211,28.986291,41.044709,0,
32T,D,3,117332,28.986553,41.041896,0,
32T,D,4,181842,28.984631,41.037919,0,
32T,D,5,117472,28.980185,41.036589,0,
32T,D,6,117462,28.976022,41.035728,0,
32T,D,7,117452,28.974072,41.032916,0,
32T,D,8,166431,28.971553,41.029575,0,
32T,D,9,166441,28.969881,41.027908,0,
32T,D,10,105767,28.958936,41.020375,0,
32T,D,11,105751,28.956894,41.017674,0,
32T,D,12,105741,28.954335,41.014696,0,
32T,D,13,105731,28.953055,41.011718,0,
32T,D,14,105161,28.949758,41.010785,0,
32T,D,15,107191,28.945037,41.013959,0,
32T,D,16,107201,28.942856,41.015476,0,
32T,D,17,107212,28.93954,41.017803,0,
32T,D,18,107221,28.935257,41.020745,0,
32T,D,19,107232,28.93046,41.02406,0,
32T,D,20,106092,28.92438,41.023209,0,
32T,D,21,105382,28.922629,41.024311,0,
32T,D,22,109142,28.92035,41.025392,0,
32T,D,23,106711,28.91634,41.029189,0,
32T,D,24,106652,28.913826,41.033329,0,
32T,D,25,108612,28.91242,41.03723,0,
32T,D,26,108592,28.91146,41.040513,0,
32T,D,27,106692,28.907386,41.041556,0,
32T,D,28,106682,28.90429,41.042348,0,
32T,D,29,106672,28.905011,41.045174,0,
32T,D,30,109151,28.909759,41.045044,0,
32T,D,31,106721,28.908441,41.047117,0,
32T,D,32,107453,28.907991,41.04849,0,
32T,D,33,107452,28.905996,41.051208,0,
32T,D,34,109342,28.904935,41.052333,0,
32T,D,35,106642,28.903081,41.053192,0,
32T,D,36,106632,28.903939,41.055901,0,
32T,D,37,106622,28.902357,41.058786,0,
32T,D,38,106612,28.900509,41.060417,0,
32T,D,39,106951,28.898152,41.060911,0,
32T,D,40,107091,28.894198,41.060875,0,
32T,D,41,106591,28.891437,41.063285,0,
32T,D,42,109322,28.888674,41.064304,0,
32T,D,43,109312,28.886163,41.066194,0,
32T,D,44,108242,28.886422,41.068489,0,
32T,D,45,106552,28.885197,41.06963,0,
32T,D,46,107441,28.88437,41.071412,0,
32T,D,47,301141,28.88311,41.072175,0,
32T,G,1,301141,28.88311,41.072175,1,
32T,G,2,106551,28.884898,41.069744,1,
32T,G,3,109311,28.886182,41.06616,1,
32T,G,4,109321,28.889296,41.06404,1,
32T,G,5,106592,28.892087,41.063747,1,
32T,G,6,106741,28.895283,41.06317,1,
32T,G,7,106601,28.897107,41.062644,1,
32T,G,8,106611,28.900537,41.060188,1,
32T,G,9,106621,28.902239,41.058682,1,
32T,G,10,106631,28.903811,41.055912,1,
32T,G,11,106641,28.903144,41.053242,1,
32T,G,12,109341,28.904857,41.052277,1,
32T,G,13,107451,28.90582,41.051191,1,
32T,G,14,109351,28.90657,41.049537,1,
32T,G,15,106662,28.906304,41.047458,1,
32T,G,16,106671,28.904863,41.045224,1,
32T,G,17,106681,28.903882,41.043003,1,
32T,G,18,106691,28.907226,41.04142,1,
32T,G,19,107711,28.912244,41.03897,1,
32T,G,20,106651,28.91178,41.035632,1,
32T,G,21,108621,28.913582,41.031527,1,
32T,G,22,106712,28.916206,41.029022,1,
32T,G,23,109141,28.920109,41.025309,1,
32T,G,24,105381,28.922553,41.024043,1,
32T,G,25,106091,28.924781,41.022554,1,
32T,G,26,106071,28.926164,41.022045,1,
32T,G,27,107231,28.93027,41.023567,1,
32T,G,28,107222,28.934236,41.020832,1,
32T,G,29,107211,28.937642,41.018475,1,
32T,G,30,107202,28.940739,41.016335,1,
32T,G,31,107192,28.944508,41.013737,1,
32T,G,32,105162,28.948297,41.011185,1,
32T,G,33,105732,28.953581,41.011652,1,
32T,G,34,105742,28.954647,41.014514,1,
32T,G,35,105752,28.957742,41.018125,1,
32T,G,36,105768,28.959417,41.02042,1,
32T,G,37,117442,28.97201,41.029571,1,
32T,G,38,117451,28.974493,41.034164,1,
32T,G,39,117461,28.978104,41.035817,1,
32T,G,40,117471,28.980674,41.036357,1,
32T,G,41,181841,28.985324,41.037823,1,
32T,G,42,117331,28.986623,41.042858,1,
32T,G,43,121212,28.986851,41.046068,1,
32T,G,44,117321,28.987743,41.048715,1,
33,D,1,306031,28.969906,41.018404,0,
33,D,2,107732,28.964033,41.020371,0,
33,D,3,105767,28.958936,41.020375,0,
33,D,4,105751,28.956894,41.017674,0,
33,D,5,105741,28.954335,41.014696,0,
33,D,6,105731,28.953055,41.011718,0,
33,D,7,105702,28.947983,41.010074,0,
33,D,8,105454,28.944337,41.01089,0,
33,D,9,105692,28.94026,41.012149,0,
33,D,10,105592,28.935177,41.014609,0,
33,D,11,105582,28.931516,41.016384,0,
33,D,12,105572,28.929084,41.01754,0,
33,D,13,106062,28.926654,41.018702,0,
33,D,14,106092,28.92438,41.023209,0,
33,D,15,105382,28.922629,41.024311,0,
33,D,16,109142,28.92035,41.025392,0,
33,D,17,106711,28.91634,41.029189,0,
33,D,18,106653,28.912551,41.033283,0,
33,D,19,108641,28.910025,41.03153,0,
33,D,20,108012,28.906544,41.032414,0,
33,D,21,111472,28.904349,41.033493,0,
33,D,22,111462,28.899509,41.033394,0,
33,D,23,176961,28.895599,41.035207,0,
33,D,24,111452,28.895472,41.034121,0,
33,D,25,131571,28.89049,41.035582,0,
33,D,26,303271,28.887146,41.036642,0,
33,D,27,126931,28.884222,41.039364,0,
33,D,28,126941,28.882021,41.041455,0,
33,D,29,111422,28.880295,41.043102,0,
33,D,30,111361,28.879423,41.044636,0,
33,D,31,130432,28.878208,41.046534,0,
33,D,32,111351,28.876277,41.04953,0,
33,D,33,111331,28.875046,41.052883,0,
33,D,34,127821,28.876108,41.055712,0,
33,D,35,176361,28.876359,41.057064,0,
33,D,36,111341,28.872243,41.055134,0,
33,D,37,111321,28.869819,41.054172,0,
33,D,38,123891,28.864394,41.054159,0,
33,D,39,103141,28.864166,41.055535,0,
33,D,40,103151,28.865816,41.057665,0,
33,D,41,111301,28.868121,41.061603,0,
33,D,42,111291,28.864231,41.061487,0,
33,D,43,111282,28.860399,41.062559,0,
33,D,44,104171,28.859388,41.064373,0,
33,D,45,123792,28.856687,41.065976,0,
33,D,46,130232,28.858373,41.066968,0,
33,D,47,130222,28.861225,41.067726,0,
33,D,48,111952,28.864013,41.068997,0,
33,D,49,178321,28.866139,41.070283,0,
33,D,50,130202,28.868814,41.072366,0,
33,D,51,128531,28.871978,41.074212,0,
33,G,1,128531,28.871978,41.074212,1,
33,G,2,130201,28.869235,41.072902,1,
33,G,3,178322,28.867229,41.071335,1,
33,G,4,111951,28.864028,41.069254,1,
33,G,5,130221,28.861189,41.068059,1,
33,G,6,130231,28.858319,41.067099,1,
33,G,7,123791,28.856295,41.065967,1,
33,G,8,132311,28.859912,41.062476,1,
33,G,9,111292,28.864473,41.061373,1,
33,G,10,111302,28.868011,41.061691,1,
33,G,11,111312,28.869559,41.058438,1,
33,G,12,111322,28.869277,41.056274,1,
33,G,13,111342,28.872334,41.05496,1,
33,G,14,127822,28.875618,41.055077,1,
33,G,15,111332,28.874898,41.052952,1,
33,G,16,111352,28.87615,41.049493,1,
33,G,17,130431,28.878166,41.046362,1,
33,G,18,111362,28.87937,41.044487,1,
33,G,19,111421,28.880184,41.042995,1,
33,G,20,111431,28.880899,41.041552,1,
33,G,21,111441,28.88264,41.037506,1,
33,G,22,302271,28.886826,41.036624,1,
33,G,23,131572,28.89064,41.035452,1,
33,G,24,111451,28.895474,41.033913,1,
33,G,25,111461,28.898821,41.033074,1,
33,G,26,111471,28.904619,41.032324,1,
33,G,27,108011,28.906808,41.032505,1,
33,G,28,108642,28.908751,41.031686,1,
33,G,29,107501,28.90817,41.029264,1,
33,G,30,108631,28.910002,41.028813,1,
33,G,31,109671,28.913907,41.030057,1,
33,G,32,106712,28.916206,41.029022,1,
33,G,33,109141,28.920109,41.025309,1,
33,G,34,105381,28.922553,41.024043,1,
33,G,35,106091,28.924781,41.022554,1,
33,G,36,106061,28.923551,41.019503,1,
33,G,37,105571,28.929345,41.016956,1,
33,G,38,105581,28.931674,41.0158,1,
33,G,39,105591,28.936818,41.01329,1,
33,G,40,105691,28.9407,41.011465,1,
33,G,41,105453,28.944258,41.010524,1,
33,G,42,105701,28.947788,41.009628,1,
33,G,43,105732,28.953581,41.011652,1,
33,G,44,105742,28.954647,41.014514,1,
33,G,45,105752,28.957742,41.018125,1,
33,G,46,105762,28.959865,41.020959,1,
33,G,47,119241,28.969235,41.02492,1,
33,G,48,117431,28.970329,41.023701,1,
33,G,49,117423,28.974404,41.022167,1,
33,G,50,306031,28.969906,41.018404,1,
336,D,1,302051,28.964899,41.01927,0,
336,D,2,107732,28.964033,41.020371,0,
336,D,3,105767,28.958936,41.020375,0,
336,D,4,105751,28.956894,41.017674,0,
336,D,5,105741,28.954335,41.014696,0,
336,D,6,105731,28.953055,41.011718,0,
336,D,7,105161,28.949758,41.010785,0,
336,D,8,107191,28.945037,41.013959,0,
336,D,9,107201,28.942856,41.015476,0,
336,D,10,107212,28.93954,41.017803,0,
336,D,11,107221,28.935257,41.020745,0,
336,D,12,107232,28.93046,41.02406,0,
336,D,13,123871,28.885582,41.04952,0,
336,D,14,176241,28.870091,41.086283,0,
336,D,15,106261,28.866585,41.088223,0,
336,D,16,108132,28.849447,41.109729,0,
336,D,17,106702,28.851725,41.114366,0,
336,D,18,106362,28.853558,41.115233,0,
336,D,19,302131,28.850345,41.117194,0,
336,D,20,106312,28.846247,41.120247,0,
336,D,21,106372,28.841092,41.127232,0,
336,D,22,106382,28.838311,41.129073,0,
336,D,23,106392,28.834204,41.132961,0,
336,D,24,109042,28.827619,41.135769,0,
336,D,25,106422,28.819764,41.136493,0,
336,D,26,106432,28.800569,41.142362,0,
336,D,27,109131,28.794626,41.145654,0,
336,D,28,106441,28.790561,41.14796,0,
336,D,29,106452,28.787431,41.151614,0,
336,D,30,106482,28.787706,41.155062,0,
336,D,31,106462,28.77973,41.160496,0,
336,D,32,106472,28.772426,41.162647,0,
336,D,33,177671,28.759003,41.171239,0,
336,D,34,108382,28.753438,41.174546,0,
336,D,35,171231,28.747236,41.178394,0,
336,D,36,107411,28.745626,41.180404,0,
336,D,37,183681,28.753102,41.182326,0,
336,D,38,304561,28.750063,41.178379,0,
336,G,1,304561,28.750063,41.178379,1,
336,G,2,183682,28.752764,41.182427,1,
336,G,3,111521,28.746831,41.182202,1,
336,G,4,180061,28.743615,41.184311,1,
336,G,5,107532,28.741057,41.184674,1,
336,G,6,107481,28.73966,41.186001,1,
336,G,7,180071,28.73716,41.185832,1,
336,G,8,106491,28.73913,41.183963,1,
336,G,9,106511,28.742324,41.182437,1,
336,G,10,107412,28.745359,41.180372,1,
336,G,11,302231,28.747206,41.178054,1,
336,G,12,108381,28.75319,41.17402,1,
336,G,13,177672,28.759171,41.170761,1,
336,G,14,106471,28.772742,41.162077,1,
336,G,15,106461,28.779048,41.160246,1,
336,G,16,106451,28.787165,41.151392,1,
336,G,17,106441,28.790561,41.14796,1,
336,G,18,109132,28.795691,41.144723,1,
336,G,19,106431,28.799492,41.142517,1,
336,G,20,106421,28.818987,41.136234,1,
336,G,21,109041,28.827678,41.135617,1,
336,G,22,106391,28.834012,41.132897,1,
336,G,23,106381,28.837494,41.129582,1,
336,G,24,106371,28.840982,41.127055,1,
336,G,25,106311,28.844988,41.120759,1,
336,G,26,301131,28.849493,41.117372,1,
336,G,27,106703,28.850817,41.113668,1,
336,G,28,106262,28.865871,41.088186,1,
336,G,29,106252,28.872106,41.083693,1,
336,G,30,107231,28.93027,41.023567,1,
336,G,31,107222,28.934236,41.020832,1,
336,G,32,107211,28.937642,41.018475,1,
336,G,33,107202,28.940739,41.016335,1,
336,G,34,107192,28.944508,41.013737,1,
336,G,35,105162,28.948297,41.011185,1,
336,G,36,105732,28.953581,41.011652,1,
336,G,37,105742,28.954647,41.014514,1,
336,G,38,105752,28.957742,41.018125,1,
336,G,39,105762,28.959865,41.020959,1,
336,G,40,107731,28.964191,41.019735,1,
336,G,41,302051,28.964899,41.01927,1,
336A,D,1,302131,28.850345,41.117194,0,
336A,D,2,106312,28.846247,41.120247,0,
336A,D,3,106372,28.841092,41.127232,0,
336A,D,4,106382,28.838311,41.129073,0,
336A,D,5,106392,28.834204,41.132961,0,
336A,D,6,109042,28.827619,41.135769,0,
336A,D,7,106422,28.819764,41.136493,0,
336A,D,8,106432,28.800569,41.142362,0,
336A,D,9,109131,28.794626,41.145654,0,
336A,D,10,106442,28.791251,41.147895,0,
336A,D,11,106452,28.787431,41.151614,0,
336A,D,12,106482,28.787706,41.155062,0,
336A,D,13,106462,28.77973,41.160496,0,
336A,D,14,106472,28.772426,41.162647,0,
336A,D,15,177671,28.759003,41.171239,0,
336A,D,16,108382,28.753438,41.174546,0,
336A,D,17,171231,28.747236,41.178394,0,
336A,D,18,107411,28.745626,41.180404,0,
336A,D,19,110401,28.745223,41.181812,0,
336A,D,20,180061,28.743615,41.184311,0,
336A,D,21,107532,28.741057,41.184674,0,
336A,D,22,107481,28.73966,41.186001,0,
336A,D,23,180071,28.73716,41.185832,0,
336A,D,24,106502,28.735465,41.184151,0,
336A,D,25,108422,28.731234,41.18616,0,
336A,D,26,105872,28.728054,41.186293,0,
336A,D,27,110032,28.725003,41.185034,0,
336A,D,28,107312,28.720267,41.183226,0,
336A,D,29,107322,28.716747,41.183145,0,
336A,D,30,108462,28.714818,41.18318,0,
336A,D,31,108452,28.705996,41.182722,0,
336A,D,32,108442,28.70233,41.178678,0,
336A,D,33,109922,28.698777,41.183152,0,
336A,D,34,105912,28.695713,41.184018,0,
336A,D,35,178151,28.690392,41.184221,0,
336A,D,36,109932,28.677162,41.187184,0,
336A,D,37,182452,28.675476,41.189946,0,
336A,D,38,182011,28.669102,41.193127,0,
336A,D,39,105922,28.639147,41.191063,0,
336A,D,40,109942,28.636605,41.203847,0,
336A,D,41,133682,28.641828,41.207937,0,
336A,D,42,109952,28.644284,41.212843,0,
336A,D,43,109551,28.653562,41.258757,0,
336A,D,44,133022,28.655423,41.260794,0,
336A,D,45,133031,28.659861,41.27006,0,
336A,D,46,109801,28.661189,41.273692,0,
336A,D,47,108092,28.632779,41.280926,0,
336A,D,48,183331,28.63471,41.287001,0,
336A,D,49,108108,28.636229,41.306288,0,
336A,D,50,108222,28.615037,41.31063,0,
336A,D,51,109982,28.613545,41.312259,0,
336A,D,52,109571,28.612005,41.31067,0,
336A,G,1,109571,28.612005,41.31067,1,
336A,G,2,109981,28.613815,41.312268,1,
336A,G,3,108221,28.614959,41.310561,1,
336A,G,4,108101,28.636181,41.306207,1,
336A,G,5,183332,28.634617,41.287065,1,
336A,G,6,108091,28.632582,41.280935,1,
336A,G,7,109801,28.661189,41.273692,1,
336A,G,8,133032,28.659766,41.270099,1,
336A,G,9,133022,28.655423,41.260794,1,
336A,G,10,109551,28.653562,41.258757,1,
336A,G,11,109951,28.64418,41.212807,1,
336A,G,12,133681,28.642513,41.209648,1,
336A,G,13,109941,28.635948,41.203532,1,
336A,G,14,105921,28.639031,41.191081,1,
336A,G,15,182012,28.669482,41.193047,1,
336A,G,16,182451,28.67543,41.189941,1,
336A,G,17,109931,28.677353,41.18661,1,
336A,G,18,178151,28.690392,41.184221,1,
336A,G,19,105911,28.695692,41.183877,1,
336A,G,20,109921,28.698541,41.183171,1,
336A,G,21,108441,28.702507,41.178701,1,
336A,G,22,108451,28.706531,41.18279,1,
336A,G,23,108461,28.713726,41.183096,1,
336A,G,24,107321,28.71675,41.1833,1,
336A,G,25,107311,28.720286,41.183014,1,
336A,G,26,110031,28.725191,41.184719,1,
336A,G,27,105871,28.727879,41.18609,1,
336A,G,28,108421,28.731355,41.185957,1,
336A,G,29,106501,28.735672,41.184044,1,
336A,G,30,106491,28.73913,41.183963,1,
336A,G,31,106511,28.742324,41.182437,1,
336A,G,32,107412,28.745359,41.180372,1,
336A,G,33,302231,28.747206,41.178054,1,
336A,G,34,108381,28.75319,41.17402,1,
336A,G,35,177672,28.759171,41.170761,1,
336A,G,36,106471,28.772742,41.162077,1,
336A,G,37,106461,28.779048,41.160246,1,
336A,G,38,106451,28.787165,41.151392,1,
336A,G,39,106441,28.790561,41.14796,1,
336A,G,40,109132,28.795691,41.144723,1,
336A,G,41,106431,28.799492,41.142517,1,
336A,G,42,106421,28.818987,41.136234,1,
336A,G,43,109041,28.827678,41.135617,1,
336A,G,44,106391,28.834012,41.132897,1,
336A,G,45,106381,28.837494,41.129582,1,
336A,G,46,106371,28.840982,41.127055,1,
336A,G,47,302131,28.850345,41.117194,1,
336E,D,1,307031,28.969934,41.018481,0,
336E,D,2,107732,28.964033,41.020371,0,
336E,D,3,105767,28.958936,41.020375,0,
336E,D,4,105751,28.956894,41.017674,0,
336E,D,5,105772,28.952511,41.015865,0,
336E,D,6,105782,28.947849,41.019497,0,
336E,D,7,105792,28.9441,41.022967,0,
336E,D,8,105812,28.940681,41.025399,0,
336E,D,9,105822,28.938747,41.027383,0,
336E,D,10,302081,28.936856,41.03052,0,
336E,D,11,121022,28.934488,41.032006,0,
336E,D,12,120881,28.927862,41.034456,0,
336E,D,13,120891,28.925543,41.035205,0,
336E,D,14,121441,28.923482,41.037105,0,
336E,D,15,120901,28.920587,41.041005,0,
336E,D,16,120911,28.918056,41.042932,0,
336E,D,17,120921,28.915994,41.04615,0,
336E,D,18,120931,28.913599,41.048621,0,
336E,D,19,177061,28.911256,41.051279,0,
336E,D,20,106142,28.910169,41.054672,0,
336E,D,21,106151,28.906789,41.057545,0,
336E,D,22,106161,28.903473,41.059862,0,
336E,D,23,105322,28.901664,41.062968,0,
336E,D,24,106171,28.900073,41.065386,0,
336E,D,25,106181,28.896779,41.067703,0,
336E,D,26,106191,28.893725,41.069898,0,
336E,D,27,106202,28.889661,41.071662,0,
336E,D,28,106212,28.886359,41.073662,0,
336E,D,29,106221,28.88293,41.075128,0,
336E,D,30,107552,28.879733,41.076652,0,
336E,D,31,132412,28.876452,41.079576,0,
336E,D,32,106241,28.873727,41.082514,0,
336E,D,33,176241,28.870091,41.086283,0,
336E,D,34,106261,28.866585,41.088223,0,
336E,D,35,106271,28.864532,41.090932,0,
336E,D,36,106281,28.863747,41.094872,0,
336E,D,37,107342,28.863247,41.097807,0,
336E,D,38,106292,28.863093,41.100523,0,
336E,D,39,106302,28.861366,41.104888,0,
336E,D,40,106402,28.861459,41.107542,0,
336E,D,41,106322,28.865568,41.1086,0,
336E,D,42,106332,28.868171,41.109324,0,
336E,D,43,103122,28.871926,41.110354,0,
336E,D,44,107951,28.874964,41.111196,0,
336E,D,45,110201,28.876838,41.109652,0,
336E,G,1,110201,28.876838,41.109652,1,
336E,G,2,107952,28.87534,41.111417,1,
336E,G,3,103121,28.87175,41.110432,1,
336E,G,4,106331,28.868145,41.109447,1,
336E,G,5,106321,28.865502,41.108707,1,
336E,G,6,106401,28.861245,41.107691,1,
336E,G,7,105301,28.860202,41.106733,1,
336E,G,8,106301,28.861291,41.104248,1,
336E,G,9,106291,28.862791,41.100425,1,
336E,G,10,107341,28.863007,41.097352,1,
336E,G,11,106282,28.863386,41.095309,1,
336E,G,12,106272,28.864242,41.090928,1,
336E,G,13,106262,28.865871,41.088186,1,
336E,G,14,106252,28.872106,41.083693,1,
336E,G,15,107551,28.879486,41.076532,1,
336E,G,16,106222,28.883136,41.074806,1,
336E,G,17,106211,28.886121,41.073537,1,
336E,G,18,106201,28.889535,41.071498,1,
336E,G,19,106192,28.893694,41.069722,1,
336E,G,20,106182,28.89677,41.067468,1,
336E,G,21,106172,28.899975,41.065314,1,
336E,G,22,105321,28.901317,41.063018,1,
336E,G,23,106162,28.902641,41.060306,1,
336E,G,24,106152,28.906064,41.057709,1,
336E,G,25,106141,28.910173,41.053978,1,
336E,G,26,105281,28.911023,41.051283,1,
336E,G,27,166511,28.911644,41.048605,1,
336E,G,28,110471,28.911208,41.046776,1,
336E,G,29,106132,28.914065,41.047755,1,
336E,G,30,106122,28.916833,41.04424,1,
336E,G,31,120912,28.91867,41.042113,1,
336E,G,32,120902,28.921032,41.040271,1,
336E,G,33,120892,28.923776,41.036108,1,
336E,G,34,120882,28.928322,41.034001,1,
336E,G,35,121021,28.934375,41.03172,1,
336E,G,36,301081,28.936745,41.029941,1,
336E,G,37,105821,28.938421,41.027324,1,
336E,G,38,105811,28.940491,41.025206,1,
336E,G,39,105801,28.943148,41.023325,1,
336E,G,40,105791,28.945725,41.021239,1,
336E,G,41,105781,28.949542,41.017455,1,
336E,G,42,105771,28.95263,41.015488,1,
336E,G,43,105752,28.957742,41.018125,1,
336E,G,44,105762,28.959865,41.020959,1,
336E,G,45,119241,28.969235,41.02492,1,
336E,G,46,117431,28.970329,41.023701,1,
336E,G,47,117423,28.974404,41.022167,1,
336E,G,48,307031,28.969934,41.018481,1,
336G,D,1,178322,28.867229,41.071335,0,
336G,D,2,176241,28.870091,41.086283,0,
336G,D,3,106261,28.866585,41.088223,0,
336G,D,4,108132,28.849447,41.109729,0,
336G,D,5,177451,28.826083,41.132833,0,
336G,D,6,106422,28.819764,41.136493,0,
336G,D,7,106432,28.800569,41.142362,0,
336G,D,8,109133,28.795466,41.145216,0,
336G,D,9,109131,28.794626,41.145654,0,
336G,D,10,106442,28.791251,41.147895,0,
336G,D,11,106452,28.787431,41.151614,0,
