DURAKKODU,YON,HATKODU,SIRANO
111011,D,89S,4
111011,D,97,13
111011,D,97A,19
111011,D,97BT,25
111011,D,97KZ,4
111011,G,H-9,5
111011,D,HT13,2
111011,G,YH-1,14
111012,G,31,19
111012,G,31E,19
111012,G,73,6
111012,G,73F,24
111012,G,76D,48
111012,G,76K,39
111012,D,76M,20
111012,G,78ZB,86
111012,G,79G,60
111012,G,79Ş,45
111012,G,82,8
111012,G,82B,6
111012,G,89,53
111012,G,89A,50
111012,G,89B,19
111012,G,89K,39
111012,G,89M,31
111012,G,89S,19
111012,G,92,26
111012,G,97,30
111012,G,97A,8
111012,G,97B,21
111012,G,97BT,15
111012,G,97E,34
111012,G,97KZ,23
111012,G,97T,10
111012,G,DNM1,18
111012,D,H-9,10
111012,G,HT13,25
111012,G,MK97,21
111021,D,146,6
111021,D,31,18
111021,D,31E,19
111021,D,73,27
111021,D,73B,6
111021,D,73F,27
111021,D,76,6
111021,D,76B,6
111021,D,76C,6
111021,D,76D,25
111021,D,76K,11
111021,G,76M,11
111021,D,76Y,6
111021,D,78ZB,5
111021,D,79B,6
111021,D,79G,5
111021,D,79Ş,9
111021,D,82,20
111021,G,82B,39
111021,D,89,15
111021,D,89A,5
111021,D,89B,15
111021,D,89K,15
111021,D,89M,5
111021,D,89S,5
111021,D,89YB,6
111021,D,97,14
111021,D,97A,20
111021,D,97BT,26
111021,D,97E,11
111021,D,98,6
111021,D,98A,6
111021,D,98AB,6
111021,D,98B,6
111021,D,98E,6
111021,D,98H,6
111021,D,98M,6
111021,D,98MB,6
111021,D,98S,6
111021,D,98T,6
111021,D,98TB,6
111021,D,DNM1,2
111021,D,E-57,6
111021,G,H-9,6
111021,D,HT13,3
111021,G,YH-1,15
111022,G,31,18
111022,G,31E,18
111022,D,36CY,5
111022,G,73,5
111022,G,73F,23
111022,G,76D,47
111022,G,76K,38
111022,D,76M,19
111022,G,78ZB,85
111022,G,79G,59
111022,G,79Ş,44
111022,G,82,7
111022,G,82B,5
111022,G,89,52
111022,G,89A,49
111022,G,89B,18
111022,G,89K,38
111022,G,89M,30
111022,G,89S,18
111022,G,97,29
111022,G,97BT,14
111022,G,97E,33
111022,G,97KZ,22
111022,G,DNM1,17
111022,D,H-9,9
111022,G,HT13,24
111031,G,146,63
111031,G,31,16
111031,G,31E,16
111031,D,36CY,3
111031,G,73,3
111031,G,73B,21
111031,G,73F,21
111031,G,76,46
111031,G,76B,30
111031,G,76C,56
111031,G,76D,45
111031,G,76K,36
111031,D,76M,17
111031,G,76V,66
111031,G,76Y,55
111031,G,78ZB,83
111031,G,79B,50
111031,G,79G,57
111031,G,79Ş,42
111031,G,82,5
111031,G,82B,3
111031,G,89,50
111031,G,89A,47
111031,G,89B,16
111031,G,89K,36
111031,G,89M,28
111031,G,89S,16
111031,G,89YB,49
111031,G,97,27
111031,G,97BT,12
111031,G,97E,31
111031,G,97KZ,20
111031,G,98,58
111031,G,98A,38
111031,G,98AB,38
111031,G,98B,16
111031,G,98H,45
111031,G,98M,36
111031,G,98MB,27
111031,G,98S,30
111031,G,98T,48
111031,G,98TB,22
111031,G,DNM1,15
111031,G,E-57,41
111031,D,H-9,7
111031,G,HT13,22
111031,G,VİP,16
111032,D,146,8
111032,D,31,20
111032,G,36CY,58
111032,D,73,29
111032,D,73B,8
111032,D,73F,29
111032,D,76,8
111032,D,76B,8
111032,D,76C,8
111032,D,76D,27
111032,D,76K,13
111032,G,76M,13
111032,D,76V,7
111032,D,76Y,8
111032,D,78ZB,7
111032,D,79B,8
111032,D,79G,7
111032,D,79Ş,11
111032,D,82,22
111032,G,82B,41
111032,D,89,17
111032,D,89A,7
111032,D,89B,17
111032,D,89K,17
111032,D,89M,7
111032,D,89S,7
111032,D,89YB,8
111032,D,97,16
111032,D,97BT,28
111032,D,97E,13
111032,D,97KZ,6
111032,D,98,8
111032,D,98A,8
111032,D,98AB,8
111032,D,98B,8
111032,D,98H,8
111032,D,98M,8
111032,D,98MB,8
111032,D,98S,8
111032,D,98T,8
111032,D,98TB,8
111032,D,DNM1,4
111032,D,E-57,8
111032,G,H-9,8
111032,D,HT13,5
111032,G,YH-1,17
111042,G,146,62
111042,G,31,15
111042,G,31E,15
111042,G,31K,4
111042,D,36CY,2
111042,D,55Y,2
111042,G,73,2
111042,G,73B,20
111042,G,73F,20
111042,D,73H,1
111042,G,73H,9
111042,G,73Y,4
111042,G,76,45
111042,G,76B,29
111042,G,76C,55
111042,G,76D,44
111042,G,76K,35
111042,D,76M,16
111042,G,76V,65
111042,G,76Y,54
111042,G,78ZB,82
111042,G,79B,49
111042,G,79G,56
111042,G,79Ş,41
111042,G,82,4
111042,G,82B,2
111042,G,89,49
111042,G,89A,46
111042,G,89B,15
111042,G,89K,35
111042,G,89M,27
111042,G,89S,15
111042,G,89YB,48
111042,G,97,26
111042,G,97BT,11
111042,G,97E,30
111042,G,97KZ,19
111042,G,98,57
111042,G,98A,37
111042,G,98AB,37
111042,G,98B,15
111042,G,98H,44
111042,G,98M,35
111042,G,98MB,26
111042,G,98S,29
111042,G,98T,47
111042,G,98TB,21
111042,G,AVR1A,7
111042,G,E-57,40
111042,D,H-11,6
111042,D,HT10,2
111042,D,HT11,4
111042,G,HT13,21
111042,G,MR20,2
111042,G,VİP,15
111043,D,78ZB,10
111043,D,97,19
111043,D,97BT,31
111043,D,97E,16
111043,D,98A,11
111043,D,98M,11
111043,D,HT13,7
111045,D,H-9,6
111045,D,İST-4,3
111051,G,31,13
111051,G,31E,13
111051,G,97KZ,17
111051,G,98B,13
111051,G,HT12,24
111052,D,31,23
111052,D,31E,23
111052,D,98B,11
111053,D,303,2
111054,G,36CY,61
111054,G,55Y,71
111054,G,82B,44
111054,G,HT10,34
111054,D,MR20,16
111061,D,31,25
111061,D,31E,25
111061,D,98B,13
111061,D,HT12,4
111071,D,31,26
111071,D,31E,26
111071,D,98B,14
111071,D,HT12,5
111081,D,31,27
111081,D,31E,27
111081,D,98B,15
111081,D,HT12,6
111091,D,31,28
111091,D,31E,28
111091,D,98B,16
111091,D,HT12,7
111101,D,31,29
111101,D,31E,29
111101,D,98B,17
111101,D,HT12,8
111102,G,31,6
111102,G,31E,6
111102,G,98B,6
111102,G,HT12,17
111111,D,31,30
111111,D,31E,30
111111,D,97KZ,18
111111,D,98B,18
111111,D,HT12,9
111112,G,31,5
111112,G,31E,5
111112,G,98B,5
111112,G,HT12,16
111113,G,98E,15
111121,D,147,3
111121,G,76B,3
111121,G,76O,3
111131,G,145T,8
111131,G,76,8
111132,D,145T,35
111132,D,76,53
111141,G,145T,14
111141,G,76,14
111142,D,145T,27
111142,D,76,45
111151,D,31,31
111152,D,31E,31
111152,D,97KZ,19
111152,D,98B,19
111152,D,98E,24
111152,G,98E,14
111152,D,HT12,10
111152,G,HT12,14
111161,G,98E,13
111161,G,HT12,13
111162,D,98E,25
111162,D,HT12,11
111171,G,98E,11
111171,G,HT12,11
111172,D,98E,28
111172,D,HT12,14
111181,G,98E,10
111181,G,HT12,10
111182,D,98E,29
111182,D,HT12,15
111201,D,36AS,8
111201,D,36G,1
111201,D,76O,33
111201,D,89,31
111201,D,89F,26
111201,G,98,47
111201,G,98KM,52
111201,D,HT20,14
111202,G,36AS,73
111202,G,76O,31
111202,G,89,39
111202,G,89F,14
111202,D,98,23
111202,D,98KM,8
111202,G,HT20,33
111211,G,HT48,12
111221,D,36CY,8
111221,D,92,22
111221,D,97B,19
111221,D,97T,29
111221,D,98C,8
111221,D,98D,8
111221,D,98G,8
111221,D,98K,8
111221,D,98Y,8
111221,D,MK97,5
111221,D,MR30,18
111222,G,36CY,54
111222,G,92,23
111222,G,97B,18
111222,G,97T,7
111222,G,98C,20
111222,G,98D,23
111222,G,98G,47
111222,G,98K,18
111222,G,98Y,38
111222,G,MK97,18
111222,G,MR30,7
111223,D,92C,47
111223,G,92C,1
111223,D,D3,52
111223,G,D3,1
111231,G,73Y,8
111231,D,H-11,10
111231,G,MR20,6
111232,D,73Y,13
111232,G,H-11,3
111232,D,MR20,11
111241,D,71AT,22
111241,D,72YT,22
111241,D,76K,5
111241,D,81,18
111241,D,97E,5
111241,D,BN1,18
111241,D,BN2,18
111241,D,BN3,13
111241,D,MR20,6
111241,D,MR30,4
111242,G,71AT,11
111242,G,72YT,17
111242,G,76K,46
111242,G,81,17
111242,G,97E,42
111242,G,BN1,40
111242,G,BN2,14
111242,G,BN3,33
111242,G,MR20,10
111242,G,MR30,17
111242,D,YH-1,5
111251,G,146,65
111251,D,71T,27
111251,D,72T,27
111251,G,73B,23
111251,G,76,48
111251,G,76B,32
111251,G,76C,58
111251,D,76V,5
111251,G,76V,68
111251,G,76Y,57
111251,G,79B,52
111251,G,89YB,51
111251,D,94A,14
111251,G,94Y,49
111251,G,98,60
111251,G,98A,40
111251,G,98AB,40
111251,G,98B,18
111251,G,98C,23
111251,G,98D,26
111251,G,98E,34
111251,G,98G,50
111251,G,98H,47
111251,G,98K,21
111251,G,98M,38
111251,G,98MB,29
111251,G,98S,32
111251,G,98T,50
111251,G,98TB,24
111251,G,98Y,41
111251,G,E-57,43
111251,G,MR30,10
111251,G,VİP,18
111252,D,146,5
111252,G,71T,16
111252,G,72T,20
111252,D,73B,5
111252,D,76,5
111252,D,76B,5
111252,D,76C,5
111252,D,76Y,5
111252,D,79B,5
111252,D,89YB,5
111252,G,94,16
111252,G,94A,7
111252,D,94Y,7
111252,D,98,5
111252,D,98A,5
111252,D,98AB,5
111252,D,98B,5
111252,D,98C,5
111252,D,98D,5
111252,D,98E,5
111252,D,98G,5
111252,D,98H,5
111252,D,98K,5
111252,D,98M,5
111252,D,98MB,5
111252,D,98S,5
111252,D,98T,5
111252,D,98TB,5
111252,D,98Y,5
111252,D,E-57,5
111252,D,MR30,15
111262,G,92A,17
111262,G,92K,11
111262,G,92Ş,14
111262,G,97G,14
111262,D,98Y,18
111262,G,MK92,14
111271,D,92B,16
111282,D,33,43
111282,D,33B,51
111282,D,33M,33
111282,D,98G,46
111282,D,MK51,21
111282,G,MK51,8
111291,D,33,42
111291,D,33M,32
111291,D,98G,45
111292,G,33,9
111292,G,33ES,7
111292,G,33M,9
111292,G,98G,9
111292,D,MK51,20
111292,G,MK51,9
111301,D,33,41
111301,D,33M,31
111301,D,33TM,15
111301,D,98G,44
111301,D,HT6,12
111301,G,HT6,4
111302,G,33,10
111302,G,33ES,8
111302,G,33M,10
111302,D,33TE,22
111302,G,98G,10
111302,D,MK51,19
111302,G,MK51,10
111312,G,33,11
111312,G,33ES,9
111312,G,33M,11
111312,G,98G,11
111312,G,HT6,5
111312,D,MK51,18
111312,G,MK51,11
111321,D,33,37
111321,D,33M,27
111321,D,33TE,18
111321,D,33TM,11
111321,G,36CY,25
111321,D,98G,40
111321,D,HT6,8
111322,G,33,12
111322,G,33ES,10
111322,G,33M,12
111322,G,98G,12
111322,G,HT6,6
111322,D,MK51,17
111322,G,MK51,12
111331,D,33,33
111331,D,33M,23
111331,D,33TE,14
111331,D,33TM,7
111331,D,98G,36
111332,G,33,15
111332,G,33M,15
111332,G,98G,15
111332,D,MK51,14
111332,G,MK51,15
111341,D,33,36
111341,D,33M,26
111341,D,33TE,17
111341,D,33TM,10
111341,G,36CY,24
111341,D,98G,39
111341,D,HT6,7
111342,G,33,13
111342,G,33ES,11
111342,G,33M,13
111342,G,98G,13
111342,G,HT6,7
111342,D,MK51,16
111342,G,MK51,13
111351,D,33,32
111351,D,33M,22
111351,D,33TE,13
111351,D,33TM,6
111351,D,98G,35
111352,G,33,16
111352,G,33M,16
111352,G,98G,16
111352,D,MK51,13
111352,G,MK51,16
111361,D,33,30
111361,D,33M,20
111361,D,98G,33
111362,G,33,18
111362,G,33M,18
111362,G,98G,18
111362,D,MK51,11
111362,G,MK51,18
111371,D,76K,26
111391,D,97KZ,11
111401,D,89F,3
111401,G,89F,35
111401,D,98M,43
111421,G,33,19
111421,G,33M,19
111422,D,33,29
111422,D,33M,19
111422,G,55Y,40
111422,G,85T,4
111423,G,98G,19
111423,D,MK51,10
111423,G,MK51,19
111424,D,98G,32
111431,G,33,20
111431,G,33M,20
111441,G,33,21
111441,G,33M,21
111441,D,55Y,26
111441,D,85T,40
111451,G,33,24
111451,G,33E,3
111451,G,33M,24
111451,D,55Y,29
111452,D,33,24
111452,D,33M,14
111452,G,55Y,35
111461,G,33,25
111461,G,33M,25
111461,D,39O,3
111461,D,55Y,30
111461,G,83O,4
111462,D,33,22
111462,D,33M,12
111462,G,39O,45
111462,G,55Y,34
111462,D,83O,29
111471,G,33,26
111471,G,33M,26
111471,D,39O,4
111471,D,55Y,31
111471,G,83O,5
111472,D,33,21
111472,D,33M,11
111472,G,39O,44
111472,G,55Y,33
111472,D,83O,28
111481,D,146E,18
111481,D,146K,22
111481,G,146M,29
111481,G,98KM,27
111481,G,MK31,40
111482,G,143,47
111482,G,146E,29
111482,G,146K,29
111482,D,146M,11
111482,D,98KM,34
111482,D,MK31,21
111491,G,145T,9
111491,G,76,9
111492,D,145T,34
111492,D,76,52
111501,G,36E,7
111501,G,36S,38
111501,G,MK53,17
111502,D,36E,34
111502,D,MK53,4
111511,D,32M,15
111511,G,HT5,5
111512,G,32M,11
111512,D,HT5,35
111521,G,336,3
111521,G,336M,3
111521,G,36AY,3
111531,G,36HT,26
111532,D,36HT,38
111541,D,336MC,58
111541,G,336MC,1
111541,D,36B,44
111541,G,36B,1
111551,G,336MC,2
111551,G,36B,2
111551,G,48KA,34
111551,G,48M,13
111552,D,336MC,57
111552,D,36B,43
111552,D,48KA,16
111552,D,48M,17
111561,D,48A,2
111561,G,MR11,2
111571,D,MR11,12
111581,G,144H,9
111581,G,418,31
111581,G,HT18,32
111581,D,MR51,58
111582,D,144H,28
111582,D,418,36
111582,D,HT18,21
111582,G,MR51,5
111591,G,HT18,21
111592,D,418,49
111592,D,HT18,34
111601,G,336H,17
111601,G,418,17
111601,G,HT18,17
111602,D,336H,50
111602,D,HT18,38
111611,G,336H,16
111611,G,418,16
111611,G,HT18,16
111612,D,336H,51
111612,D,HT18,39
111621,G,336H,15
111621,D,HT18,40
111622,D,336H,52
111622,D,418,51
111622,G,418,15
111622,G,HT18,15
111631,G,336H,18
111631,G,418,18
111631,G,HT18,18
111632,D,336H,49
111632,D,HT18,37
111641,G,336H,20
111641,D,36D,16
111643,G,HT18,20
111644,D,418,50
111644,D,HT18,35
111645,G,418,13
111646,D,336H,47
111646,G,36D,46
111651,G,HT18,22
111652,D,418,48
111652,D,HT18,33
111662,D,36D,13
111662,D,418,47
111662,D,HT18,32
111671,D,144B,37
111671,G,36D,52
111671,G,418,23
111671,G,HT18,26
111672,G,144A,9
111672,G,144B,9
111672,G,144H,7
111672,D,36D,10
111672,D,418,44
111672,D,HT18,29
111681,G,144A,10
111681,G,144H,8
111681,G,418,24
111682,D,36D,9
111682,D,418,43
111682,D,HT18,28
111691,G,418,30
111701,G,36D,50
111701,G,418,21
111701,G,HT18,24
111702,D,36D,12
111702,D,418,46
111702,D,HT18,31
111711,G,336H,7
111711,D,36D,24
111711,G,418,3
111711,G,HT18,7
111712,D,336H,60
111712,G,36D,37
111712,D,HT18,48
111721,G,336H,19
111721,D,36D,15
111721,G,HT18,19
111722,D,336H,48
111722,G,36D,47
111722,D,HT18,36
111741,G,336H,13
111741,D,36D,20
111741,G,36D,42
111741,G,418,9
111741,G,HT18,13
111742,D,336H,54
111742,D,418,53
111742,D,HT18,42
111751,G,336H,11
111751,D,36D,21
111751,G,36D,40
111751,G,418,7
111751,G,HT18,11
111752,D,336H,56
111752,D,418,55
111752,D,HT18,44
111761,G,336H,9
111761,G,418,5
111761,G,HT18,9
111762,D,336H,58
111762,D,418,57
111762,D,HT18,46
111771,G,336H,6
111771,G,36D,38
111771,G,418,2
111771,G,HT18,6
111772,D,336H,61
111772,D,36D,23
111772,D,HT18,49
111781,G,336H,5
111781,D,418,59
111781,G,418,1
111781,G,HT18,5
111791,G,336H,8
111791,G,418,4
111791,G,HT18,8
111792,D,336H,59
111792,D,418,58
111792,D,HT18,47
111801,G,144A,5
111801,D,144B,41
111801,G,144B,6
111801,D,144H,32
111801,G,144H,4
111801,G,144M,6
111801,D,36D,6
111801,G,418,28
111801,G,HT18,30
111802,D,144A,41
111802,D,144M,37
111802,G,36D,56
111802,D,418,39
111802,D,HT18,24
111811,G,144A,6
111811,G,144B,5
111811,G,144H,3
111811,D,144M,38
111811,D,36D,5
111811,D,418,40
111811,D,HT18,25
111812,D,144A,40
111812,D,144B,40
111812,D,144H,31
111812,G,144M,5
111812,G,36D,55
111812,G,418,27
111812,G,HT18,29
111821,D,144A,39
111821,G,144B,7
111821,D,36D,7
111821,D,418,41
111821,D,HT18,26
111822,G,144A,7
111822,D,144B,39
111822,D,144H,30
111822,G,144H,5
111822,G,36D,54
111822,G,418,26
111822,G,HT18,28
111831,G,144A,4
111831,G,144B,4
111831,G,144H,2
111831,G,144M,4
111831,D,36D,4
111831,G,36D,57
111832,D,144A,42
111832,D,144B,42
111832,D,144H,33
111832,D,144M,39
111841,D,144B,35
111842,G,144B,11
111851,G,144B,10
111852,D,144B,36
111861,G,144B,12
111862,D,144B,34
111871,D,36D,19
111871,G,36D,43
111871,G,418,10
111882,D,36D,17
111882,G,36D,45
111882,G,418,12
111891,G,36D,44
111891,G,418,11
111892,D,36D,18
111901,G,144A,8
111901,G,144B,8
111901,G,144H,6
111901,D,36D,8
111901,D,418,42
111901,D,HT18,27
111902,D,144A,38
111902,D,144B,38
111902,D,144H,29
111902,G,36D,53
111902,G,418,25
111902,G,HT18,27
111911,G,336H,10
111911,G,36D,39
111911,G,418,6
111911,G,HT18,10
111912,D,336H,57
111912,D,36D,22
111912,D,418,56
111912,D,HT18,45
111921,G,36D,48
111921,G,418,19
111922,D,36D,14
111931,G,33TE,6
111931,G,33TM,6
111931,G,97H,15
111931,G,HT6,3
111932,D,33ES,27
111932,D,33TE,23
111932,D,33TM,17
111932,D,97H,8
111932,D,HT6,14
111932,D,MK51,25
111932,G,MK51,4
111941,D,93,38
111941,D,93C,32
111941,D,93M,46
111941,D,93T,45
111941,D,MR10,12
111951,G,33,4
111951,G,33B,4
111951,G,33M,4
111951,G,33TE,4
111951,G,33TM,4
111951,G,33Y,4
111951,G,98G,4
111951,G,98Y,4
111951,G,HT11,4
111952,D,33,48
111952,D,33B,56
111952,D,33ES,29
111952,D,33M,38
111952,D,33TE,25
111952,D,33TM,19
111952,D,33Y,28
111952,D,98G,51
111952,D,98Y,36
111961,G,36T,33
111961,G,47N,4
111961,G,49,13
111962,D,36T,42
111962,D,47K,39
111962,D,49,30
111962,D,49M,36
111963,D,47N,39
111991,D,47N,42
111991,G,47N,1
111991,D,HT5,1
111991,G,HT5,33
112001,G,47N,2
112001,D,HT5,2
112002,D,47N,41
112002,G,HT5,32
112011,G,47N,3
112012,D,47N,40
112022,G,129T,31
112022,G,22,37
112022,G,22B,15
112022,G,25E,57
112022,G,25T,40
112022,D,26,9
112022,D,26A,9
112022,D,26B,4
112022,G,27E,18
112022,G,27SE,25
112022,D,28,3
112022,D,28T,2
112022,G,29C,37
112022,G,29D,39
112022,G,30D,12
112022,G,30G,3
112022,G,30M,2
112022,G,40,84
112022,G,40T,37
112022,G,41E,26
112022,G,42T,55
112022,D,43,10
112022,G,43R,19
112022,D,54B,3
112022,G,559C,19
112022,D,55B,3
112022,D,55ET,3
112022,G,58A,38
112022,G,58N,19
112022,G,58S,13
112022,G,58UL,17
112022,G,62,30
112022,G,63,26
112022,G,DT2,12
112022,G,TB2,7
112031,D,22,3
112031,D,22B,3
112031,D,22RE,2
112031,D,25E,3
112031,D,30D,16
112031,D,40,5
112031,D,40T,4
112031,D,42T,4
112031,G,57UL,2
112031,G,DT1,36
112031,G,U1,2
112032,G,22,33
112032,G,22B,12
112032,G,22RE,42
112032,G,25E,53
112032,G,30D,9
112032,G,40,81
112032,G,40T,33
112032,G,42T,51
112032,D,57UL,13
112032,G,DT2,9
112032,G,U2,24
112041,G,22,32
112041,G,22B,11
112041,G,22RE,41
112041,G,25E,52
112041,G,30D,8
112041,G,40,80
112041,G,40T,32
112041,G,42T,50
112041,D,57UL,12
112041,G,DT2,8
112041,G,U2,23
112042,D,22,4
112042,D,22B,4
112042,D,22RE,3
112042,D,25E,4
112042,D,30D,17
112042,D,40,6
112042,D,40T,5
112042,D,42T,5
112042,G,57UL,3
112042,G,DT1,37
112042,G,U1,3
112051,D,22,5
112051,D,22B,5
112051,D,22RE,4
112051,D,25E,5
112051,D,30D,18
112051,D,40,7
112051,D,40T,6
112051,D,42T,6
112051,G,57UL,4
112051,G,DT1,38
112051,G,U1,4
112052,G,22,31
112052,G,22B,10
112052,G,22RE,40
112052,G,25E,51
112052,G,30D,7
112052,G,40,79
112052,G,40T,31
112052,G,42T,49
112052,D,57UL,11
112052,G,DT2,7
112052,G,U2,22
112061,D,22,6
112061,D,22B,6
112061,D,22RE,5
112061,D,25E,6
112061,D,30D,19
112061,D,40,8
112061,D,40T,7
112061,D,42T,7
112061,G,57UL,5
112061,G,DT1,39
112061,G,U1,5
112062,G,22,30
112062,G,22B,9
112062,G,22RE,39
112062,G,25E,50
112062,G,30D,6
112062,G,40,78
112062,G,40T,30
112062,G,42T,48
112062,D,57UL,10
112062,G,DT2,6
112062,G,U2,21
112071,D,22,7
112071,D,22B,7
112071,D,22RE,6
112071,D,25E,7
112071,D,40,9
112071,D,40T,8
112071,D,42T,8
112072,G,22,29
112072,G,22B,8
112072,G,22RE,38
112072,G,25E,49
112072,G,40,77
112072,G,40T,29
112072,G,42T,47
112081,D,22,8
112081,D,22B,8
112081,D,22RE,7
112081,D,25E,8
112081,D,40,10
112081,D,40T,9
112081,D,42T,9
112082,G,22,28
112082,G,22B,7
112082,G,22RE,37
112082,G,25E,48
112082,G,40,76
112082,G,40T,28
112082,G,42T,46
112091,D,22,9
112091,D,22B,9
112091,D,22RE,8
112091,D,25E,9
112091,D,40,11
112091,D,40T,10
112091,D,42T,10
112092,G,22,27
112092,G,22B,6
112092,G,22RE,36
112092,G,25E,47
112092,G,40,75
112092,G,40T,27
112092,G,42T,45
112101,D,22,10
112101,D,22B,10
112101,D,22RE,9
112101,D,25E,10
112101,D,40,12
112101,D,40T,11
112101,D,42T,11
112102,G,22,26
112102,G,22B,5
112102,G,22RE,35
112102,G,25E,46
112102,G,40,74
112102,G,40T,26
112102,G,42T,44
112111,D,22,11
112111,D,22B,11
112111,D,22RE,10
112111,D,25E,11
112111,D,40,13
112111,D,40T,12
112111,D,42T,12
112112,G,22,25
112112,G,22B,4
112112,G,22RE,34
112112,G,25E,45
112112,G,40,73
112112,G,40T,25
112112,G,42T,43
112121,D,22,12
112121,D,22B,12
112121,D,22RE,11
112121,D,25E,12
112121,D,40,14
112121,D,40T,13
112121,D,42T,13
112122,G,22,24
112122,G,22B,3
112122,G,22RE,33
112122,G,25E,44
112122,G,40,72
112122,G,40T,24
112122,G,42T,42
112123,D,59CH,18
112123,G,59CH,1
112131,D,22,13
112131,D,22B,13
112131,D,22RE,12
112131,D,25E,13
112131,D,40,15
112131,D,40T,14
112131,D,42T,14
112132,G,22,23
112132,G,22B,2
112132,G,22RE,32
112132,G,25E,43
112132,G,40,71
112132,G,40T,23
112132,G,42T,41
112141,G,22,22
112141,G,22B,1
112141,G,22RE,31
112141,G,25E,42
112141,G,40,70
112141,G,40T,22
112141,G,42T,40
112142,D,22,14
112142,D,22B,14
112142,D,22RE,13
112142,D,25E,14
112142,D,40,16
112142,D,40T,15
112142,D,42T,15
112151,G,22,21
112151,G,22RE,30
112151,G,25E,41
112151,G,40,69
112151,G,40T,21
112151,G,42T,39
112152,D,22,15
112152,D,22RE,14
112152,D,25E,15
112152,D,40,17
112152,D,40T,16
112152,D,42T,16
112161,G,22,20
112161,G,22RE,29
112161,G,25E,40
112161,G,40,68
112161,G,40T,20
112161,G,42T,38
112162,D,22,16
112162,D,22RE,15
112162,D,25E,16
112162,D,40,18
112162,D,40T,17
112162,D,42T,17
112171,G,22,19
112171,G,22RE,28
112171,G,25E,39
112171,G,40,67
112171,G,40T,19
112171,G,42T,37
112172,D,22,17
112172,D,22RE,16
112172,D,25E,17
112172,D,40,19
112172,D,40T,18
112172,D,42T,18
112181,G,22,18
112181,G,22RE,27
112181,G,25E,38
112181,G,40,66
112181,G,40T,18
112181,G,42T,36
112182,D,22,18
112182,D,22RE,17
112182,D,25E,18
112182,D,40,20
112182,D,40T,19
112182,D,42T,19
112191,G,22,17
112191,G,22RE,26
112191,G,25E,37
112191,G,40,65
112191,G,40T,17
112191,G,42T,35
112192,D,22,19
112192,D,22RE,18
112192,D,25E,19
112192,D,40,21
112192,D,40T,20
112192,D,42T,20
112201,G,22,16
112201,G,22RE,25
112201,G,25E,36
112201,G,40,64
112201,G,40T,16
112201,G,42T,34
112211,G,22,15
112211,G,22RE,24
112211,G,25E,35
112211,G,40,63
112211,G,40T,15
112211,G,42T,33
112211,D,59RH,24
112211,G,EL2,4
112212,D,22,20
112212,D,22RE,19
112212,D,25E,20
112212,D,40,22
112212,D,40T,21
112212,D,42T,21
112212,D,EL2,19
112213,D,59RH,25
112213,G,EL2,5
112214,G,59RH,8
112214,D,EL2,18
112221,G,22,14
112221,G,22RE,23
112221,G,25E,34
112221,G,40,62
112221,G,40T,14
112221,G,42T,32
112221,D,59RH,23
112221,G,EL2,3
112222,D,22,21
112222,D,22RE,20
112222,D,25E,21
112222,D,40,23
112222,D,40T,22
112222,D,42T,22
112222,G,59RH,9
112222,D,EL2,20
112231,G,22,13
112231,G,22RE,22
112231,G,25E,33
112231,G,40,61
112231,G,40T,13
112231,G,42T,31
112231,D,59RH,22
112231,G,EL2,2
112232,D,22,22
112232,D,22RE,21
112232,D,25E,22
112232,D,40,24
112232,D,40T,23
112232,D,42T,23
112232,G,59RH,10
112232,D,EL2,21
112241,G,22,12
112241,G,22RE,21
112241,G,25E,32
112241,G,40,60
112241,G,40T,12
112241,G,42T,30
112241,D,59RH,21
112241,G,LF,10
112242,D,22,23
112242,D,22RE,22
112242,D,25E,23
112242,D,40,25
112242,D,40T,24
112242,D,42T,24
112242,G,59RH,11
112242,D,LF,1
112243,D,EL2,22
112243,G,EL2,1
112252,D,22,25
112252,D,22RE,24
112252,D,25E,25
112252,D,40,27
112252,D,40T,26
112252,D,42T,26
112252,G,59RH,13
112261,G,22,10
112261,G,25E,30
112261,G,29M1,19
112261,G,29Ş,10
112261,G,40,58
112261,G,40B,30
112261,G,40T,10
112261,D,41C,36
112261,G,42,32
112261,G,42T,28
112261,D,59RH,19
112262,D,25E,26
112262,D,40,28
112262,D,40B,22
112262,G,41C,20
112262,D,42,16
112262,D,42T,27
112263,D,22,26
112263,G,22M,3
112263,D,25C,3
112263,G,29M2,23
112263,D,29Ş,19
112263,D,29T,3
112263,G,59RH,14
112271,G,22M,2
112271,D,25C,2
112271,G,25E,29
112271,D,29T,2
112271,G,40,57
112271,G,40B,29
112271,G,42T,27
112272,G,22M,28
112272,G,25C,30
112272,D,25E,27
112272,G,29T,29
112272,D,40,29
112272,D,40B,23
112272,D,42T,28
112281,G,22M,1
112281,D,25C,1
112281,G,25E,28
112281,D,29T,1
112281,G,40,56
112281,G,40B,28
112281,G,42T,26
112282,G,22M,29
112282,G,25C,31
112282,D,25E,28
112282,G,29T,30
112282,D,40,30
112282,D,40B,24
112282,D,42T,29
112291,G,25E,27
112291,G,40,55
112291,G,40B,27
112291,G,42T,25
112292,D,25E,29
112292,D,40,31
112292,D,40B,25
112292,D,42T,30
112301,G,25E,26
112301,G,40,54
112301,G,40B,26
112301,G,42T,24
112302,D,25E,30
112302,D,40,32
112302,D,40B,26
112302,D,42T,31
112311,G,25E,25
112311,G,40,53
