DURAKKODU,YON,HATKODU,SIRANO
176791,D,93C,19
176791,D,93M,33
176791,D,93T,32
176801,G,142B,64
176811,D,92B,24
176811,D,92C,34
176811,D,D3,39
176821,D,92C,41
176821,G,98C,12
176821,G,98G,39
176821,D,D3,46
176831,D,33B,25
176831,G,41AT,47
176831,D,85C,17
176831,D,92C,25
176831,D,D3,30
176841,D,80,10
176841,D,80T,14
176851,D,97KZ,17
176871,G,36CE,18
176871,G,36ES,9
176871,G,38KT,6
176871,G,38M,11
176871,G,HT5,21
176871,G,MK36,10
176891,G,36S,1
176891,D,38H,1
176891,G,38H,37
176901,G,32M,19
176911,D,93,26
176911,D,93C,20
176911,D,93M,34
176911,D,93T,33
176921,D,33M,6
176931,G,55Y,64
176931,D,97A,22
176931,D,97B,22
176931,D,97T,31
176931,D,98E,8
176931,D,MK97,7
176931,D,MR30,21
176932,D,55Y,8
176932,G,97B,17
176932,G,97T,6
176932,G,MK97,17
176932,G,MR30,6
176941,G,142ES,12
176951,G,142ES,13
176961,D,33,23
176961,D,33M,13
176961,G,39O,46
176961,D,83O,30
176971,D,36D,11
176971,D,418,45
176971,D,HT18,30
176991,G,42KM,30
176991,G,42KT,23
176991,G,HM1,23
177001,D,MK41,7
177002,G,MK41,11
177011,D,42KM,9
177011,D,42KT,10
177021,G,26B,7
177021,D,74,16
177021,D,74A,16
177031,D,26A,16
177031,D,26B,23
177032,G,26A,2
177032,G,26B,2
177041,G,77,11
177041,G,77A,8
177041,D,77Ç,6
177041,G,EM1,6
177042,G,54KT,10
177042,D,70D,6
177051,D,39K,33
177051,D,47,26
177051,D,47K,26
177061,D,336E,19
177061,D,36,18
177061,D,36A,17
177061,D,36E,18
177061,D,36ES,19
177061,D,36KE,19
177061,D,36M,25
177061,D,36V,17
177061,D,38,16
177061,D,38B,17
177061,D,38E,19
177061,D,38Z,17
177061,D,55Y,42
177061,D,88,12
177061,D,88A,20
177061,G,MK32,9
177071,G,39O,38
177072,D,39O,12
177072,D,MK32,30
177081,D,92T,33
177091,D,MK16,1
177091,G,MK16,46
177101,G,147,63
177101,D,76B,32
177101,D,76O,55
177111,G,89K,26
177111,G,98AB,28
177111,G,KÇ2,29
177111,G,MR42,22
177121,G,92,11
177121,G,92B,11
177121,G,92K,8
177121,G,92Ş,11
177121,G,97G,11
177121,G,98D,11
177121,G,HT1,41
177121,G,MK92,11
177131,G,429,5
177131,G,429A,5
177131,G,HT29,5
177141,D,429,43
177141,D,429A,44
177141,D,HT29,33
177151,G,97E,8
177151,D,97GE,28
177151,D,97H,16
177151,D,97M,21
177151,G,98A,14
177151,G,98M,12
177151,G,HT10,9
177151,D,MK3,5
177161,D,147,10
177161,G,76B,10
177161,G,76O,10
177171,G,55Y,60
177181,D,142,15
177181,G,142E,3
177181,D,144A,14
177181,D,146,43
177181,D,146BA,14
177181,D,147,24
177181,D,76D,54
177181,G,HS2,14
177182,G,142,35
177182,D,142E,44
177182,G,144A,33
177182,G,146,32
177182,G,146BA,62
177182,G,147,49
177182,G,76D,20
177182,D,HS2,36
177191,D,404,41
177201,G,85T,25
177201,D,92T,26
177211,D,47A,40
177211,D,47F,18
177211,G,47L,23
177211,G,49GB,18
177211,G,49Z,19
177212,G,47A,1
177212,G,47F,9
177212,D,47L,31
177212,D,49GB,28
177212,D,49Z,16
177221,G,93,14
177221,G,93C,14
177221,G,93M,14
177221,G,93T,14
177221,G,MR10,13
177231,G,59HS,39
177231,G,59RK,44
177241,G,36F,22
177241,D,78F,14
177241,D,79F,26
177241,G,79FY,6
177241,D,79GE,23
177241,D,79KM,22
177241,D,79KT,19
177241,D,79M,22
177241,G,98,6
177241,G,98KM,6
177241,G,MK22,27
177251,D,146,26
177251,D,76,26
177251,D,76B,26
177251,D,76C,26
177251,D,76K,31
177251,D,76O,49
177251,D,76Y,24
177271,D,48M,11
177272,G,48M,19
177281,D,429,29
177281,G,429,19
177301,D,144K,22
177301,G,144K,2
177311,D,146B,48
177311,D,146BA,63
177311,G,146M,40
177311,G,78C,39
177311,G,78FB,8
177311,G,78M,8
177311,G,82S,29
177311,D,89C,70
177311,G,MK1,24
177312,G,146B,4
177312,G,146BA,12
177312,G,146E,12
177312,G,146K,12
177312,D,146M,2
177312,G,78A,10
177312,D,78C,11
177312,D,78FB,38
177312,D,78M,43
177312,G,78ZB,29
177312,D,82S,4
177312,G,89C,4
177312,G,98,14
177312,G,MK1,4
177331,D,144B,18
177331,G,145M,9
177331,G,400A,17
177331,G,76G,29
177331,G,76GM,30
177331,D,ES1,1
177341,G,144B,32
177341,D,145M,37
177341,D,400A,19
177341,D,76G,19
177341,D,76GM,3
177341,G,ES1,32
177361,G,36TC,19
177361,G,48KA,38
177361,G,48M,17
177362,D,36TC,36
177362,D,48KA,12
177362,D,48M,13
177421,G,47F,19
177421,G,47L,33
177421,G,48B,3
177422,D,47F,9
177422,D,47L,22
177422,D,48B,25
177451,D,336G,5
177451,D,336M,8
177461,D,146,7
177461,D,31,19
177461,D,31E,20
177461,G,36CY,57
177461,D,73,28
177461,D,73B,7
177461,D,73F,28
177461,D,76,7
177461,D,76B,7
177461,D,76C,7
177461,D,76D,26
177461,D,76K,12
177461,G,76M,12
177461,D,76V,6
177461,D,76Y,7
177461,D,78ZB,6
177461,D,79B,7
177461,D,79G,6
177461,D,79Ş,10
177461,D,82,21
177461,G,82B,40
177461,D,89,16
177461,D,89A,6
177461,D,89B,16
177461,D,89K,16
177461,D,89M,6
177461,D,89S,6
177461,D,89YB,7
177461,D,97,15
177461,D,97BT,27
177461,D,97E,12
177461,D,97KZ,5
177461,D,98,7
177461,D,98A,7
177461,D,98AB,7
177461,D,98B,7
177461,D,98H,7
177461,D,98M,7
177461,D,98MB,7
177461,D,98S,7
177461,D,98T,7
177461,D,98TB,7
177461,D,DNM1,3
177461,D,E-57,7
177461,G,H-9,7
177461,D,HT13,4
177461,G,YH-1,16
177491,D,48A,56
177511,G,41N,1
177511,G,41N,12
177521,D,MK31,18
177522,G,MK31,44
177541,D,MK31,19
177542,G,MK31,43
177571,D,36P,43
177571,D,38H,22
177571,G,78C,1
177572,G,36G,6
177572,G,36P,3
177572,D,36T,56
177572,G,36T,19
177572,G,38H,15
177572,D,399C,51
177572,G,399C,5
177621,G,36EM,18
177621,G,36M,43
177621,G,37M,33
177621,G,38G,37
177621,G,38M,41
177621,D,41AT,31
177621,G,49A,24
177621,G,49G,41
177621,G,49GB,32
177621,G,49K,24
177621,G,49M,30
177621,G,49Y,25
177621,D,500A,16
177621,G,54B,18
177621,G,54Ç,7
177621,G,54E,4
177621,G,54HŞ,16
177621,G,54K,15
177621,G,54ÖR,8
177621,G,54P,5
177621,G,54T,13
177621,G,54Y,4
177621,G,55,19
177621,D,65A,8
177621,G,75M,22
177621,G,75O,13
177621,G,77,18
177621,G,93M,43
177621,G,EM1,16
177621,G,EM2,16
177631,D,36EM,9
177631,D,36M,9
177631,D,37M,9
177631,D,38G,9
177631,D,38M,9
177631,G,41AT,30
177631,D,49A,9
177631,D,49G,9
177631,D,49GB,9
177631,D,49K,9
177631,D,49M,9
177631,D,49Y,9
177631,G,500A,25
177631,D,54B,10
177631,D,54Ç,17
177631,D,54E,23
177631,D,54HŞ,9
177631,D,54K,17
177631,D,54ÖR,17
177631,D,54P,17
177631,D,54T,17
177631,G,54Y,5
177631,D,55,9
177631,G,65A,46
177631,D,75M,9
177631,D,75O,9
177631,D,77,9
177631,D,93M,9
177631,G,EM1,17
177641,G,EM1,14
177651,G,EM2,18
177661,G,EM1,15
177661,G,EM2,17
177671,D,336,33
177671,D,336A,15
177671,D,336G,15
177671,D,336H,15
177671,D,336K,15
177671,D,336M,17
177671,D,336MC,24
177671,D,336T,24
177671,D,36AS,62
177671,D,36B,24
177671,G,36C,24
177671,G,36CB,24
177671,D,36HT,24
177671,D,36TC,24
177671,D,36Y,38
177671,G,H-6,22
177671,D,MK22,31
177672,G,336,13
177672,G,336A,35
177672,G,336G,18
177672,G,336H,49
177672,G,336K,63
177672,G,336M,13
177672,G,336MC,34
177672,G,336T,30
177672,G,36AS,22
177672,G,36B,27
177672,D,36C,5
177672,D,36CB,21
177672,G,36HT,37
177672,G,36TC,33
177672,G,36Y,18
177672,D,H-6,30
177672,G,MK22,18
177691,D,36V,55
177691,G,36V,1
177701,G,36V,2
177751,G,41N,11
177761,G,41N,3
177762,G,41N,10
177771,G,41N,2
177781,G,ES1,4
177782,D,ES1,24
177791,G,ES1,5
177792,D,ES1,23
177801,G,ES1,17
177811,G,ES1,20
177812,D,ES1,11
177821,G,ES1,22
177831,G,ES2,2
177831,D,ES3,12
177831,G,ES3,21
177832,D,ES2,37
177841,D,ES2,36
177841,G,ES2,3
177841,G,ES3,20
177851,D,ES2,35
177851,G,ES3,19
177852,G,ES2,4
177861,D,ES2,34
177862,G,ES2,5
177871,D,ES2,30
177872,G,ES2,9
177881,G,ES2,37
177882,D,ES2,8
177891,D,ES2,7
177891,G,ES2,38
177901,G,ES2,39
177902,D,ES2,6
177941,D,ES1,8
177951,D,ES1,9
177961,D,ES1,10
177971,G,36AS,55
177971,G,36F,36
177971,G,79FY,25
177971,G,79K,20
177971,D,HS1,7
177971,G,MK12,45
177971,G,MK17,5
177971,G,MK2,8
177972,D,36AS,28
177972,D,79FY,17
177972,G,MK11,2
177981,G,404,4
177982,D,404,44
177991,D,33ES,25
177991,D,97H,7
178001,G,MK31,23
178002,D,MK31,40
178011,G,39Ç,9
178011,D,41ST,24
178011,D,41Y,35
178011,G,62G,24
178011,G,63,4
178011,D,65A,23
178011,G,65G,4
178011,D,MK41,4
178021,G,142E,5
178021,D,ES4,7
178031,D,81,7
178031,D,BN1,7
178031,D,BN2,7
178041,D,48KA,19
178041,D,48M,20
178042,G,48KA,31
178042,G,48M,10
178061,D,336H,63
178061,G,336H,3
178061,D,HT18,51
178061,G,HT18,3
178071,G,458,2
178081,D,36F,10
178081,G,78F,49
178081,G,79F,21
178081,D,79FY,25
178081,G,79GE,25
178081,G,79KM,21
178081,G,79KT,23
178081,G,79M,21
178082,D,78F,21
178082,D,79F,33
178082,G,79FY,17
178082,D,79GE,30
178082,D,79KM,29
178082,D,79KT,26
178082,D,79M,29
178091,G,36D,51
178091,G,418,22
178091,G,HT18,25
178101,D,48KA,17
178101,D,48M,18
178121,G,36CE,30
178121,G,36P,25
178121,G,38M,23
178121,G,38T,8
178121,G,399C,27
178121,G,49G,23
178131,G,48KA,33
178131,G,48M,12
178141,D,336K,70
178141,G,336K,6
178151,D,336A,35
178151,G,336A,18
178151,D,36YS,20
178151,G,36YS,17
178171,G,H-6,35
178171,G,İST-11,4
178181,G,36L,16
178231,D,89B,27
178231,D,98TB,18
178261,D,142ES,41
178262,G,142ES,18
178271,D,89B,30
178271,D,98TB,21
178291,D,78G,29
178291,D,78Ş,16
178291,G,89,3
178291,G,89T,3
178291,G,89YB,3
178291,G,98T,3
178291,G,HT2,3
178291,D,MK16,29
178291,G,MK16,16
178291,G,MR40,3
178292,G,78G,34
178292,G,78Ş,35
178292,D,89,68
178292,D,89T,76
178292,D,89YB,50
178292,D,98T,52
178292,D,HT2,32
178292,D,MK16,31
178292,D,MR40,29
178301,G,31Y,3
178302,D,31Y,31
178321,D,33,49
178321,D,33B,57
178321,D,33ES,30
178321,D,33M,39
178321,D,33TE,26
178321,D,33TM,20
178321,D,33Y,29
178321,D,98G,52
178321,D,98Y,37
178321,D,HT11,39
178322,G,33,3
178322,D,336G,1
178322,G,336G,30
178322,G,33B,3
178322,G,33M,3
178322,G,33TE,3
178322,G,33TM,3
178322,G,33Y,3
178322,D,79KT,1
178322,G,79KT,50
178322,G,98G,3
178322,G,98Y,3
178322,G,HT11,3
178322,D,MK53,1
178322,G,MK53,22
178322,D,MK79,1
178322,G,MK79,18
178381,D,48F,4
178381,D,77A,4
178411,D,48A,60
178511,G,129L,4
178511,G,41ST,18
178511,D,63,14
178511,D,64Ç,10
178531,D,HT12,2
178591,G,54ÖR,2
178601,G,94,11
178711,D,71AT,31
178711,D,71T,38
178741,G,58S,3
178741,G,59S,3
178831,D,BM4,22
178951,G,404,7
179031,G,402,27
179031,G,403,20
179032,D,402,12
179032,D,403,12
179032,D,404,12
179081,D,403,15
179081,G,403,16
179081,D,404,16
179081,G,404,32
179191,D,300G,21
179191,G,303B,14
179191,G,303C,14
179192,G,300G,56
179192,D,303B,46
179192,D,303C,73
179331,D,54ÖR,23
179401,D,404,35
179402,G,404,12
179441,D,39Ç,50
179441,D,44B,38
179441,D,48B,22
179441,D,48H,22
179441,D,48T,24
179441,G,62G,17
179451,G,146BA,6
179451,G,146E,6
179451,G,146F,6
179451,G,146K,6
179451,G,78B,6
179451,G,78E,6
179451,G,78F,4
179451,G,78G,6
179451,G,78Ş,6
179451,G,78ZB,6
179451,G,98,8
179451,G,98KM,9
179451,D,MK31,6
179452,D,146BA,70
179452,D,146E,43
179452,D,146F,74
179452,D,146K,47
179452,D,78B,30
179452,D,78E,65
179452,D,78F,5
179452,D,78G,56
179452,D,78Ş,47
179452,D,78ZB,84
179452,D,98,64
179452,D,98KM,51
179452,G,MK31,55
179461,G,146BA,3
179461,G,146E,3
179461,G,146F,3
179461,G,146K,3
179461,G,78B,3
179461,D,78C,3
179461,G,78E,3
179461,G,78F,62
179461,G,78FB,3
179461,G,78G,3
179461,G,78H,3
179461,G,78M,3
179461,G,78Ş,3
179461,G,78ZB,3
179461,D,MK31,3
179462,D,146BA,73
179462,D,146E,46
179462,D,146F,77
179462,D,146K,50
179462,D,78B,33
179462,G,78C,48
179462,D,78E,68
179462,D,78F,8
179462,D,78FB,43
179462,D,78G,59
179462,D,78H,39
179462,D,78M,48
179462,D,78Ş,50
179462,D,78ZB,87
179462,G,MK31,58
179491,G,79FY,23
179491,G,MK12,43
179491,G,MK17,3
179501,G,79FY,24
179501,G,MK12,44
179501,G,MK17,4
179512,D,79FY,34
179512,G,79FY,10
179522,D,79FY,33
179522,G,79FY,9
179551,G,36F,23
179551,D,78F,15
179551,D,79F,27
179551,G,79FY,11
179551,D,79GE,24
179551,D,79KM,23
179551,D,79KT,20
179551,D,79M,23
179551,G,MK22,28
179552,D,36F,16
179552,G,78F,55
179552,G,79F,27
179552,D,79FY,35
179552,G,79GE,31
179552,G,79KM,27
179552,G,79KT,29
179552,G,79M,27
179552,D,MK22,18
180031,D,36F,11
180031,G,78F,50
180031,G,79F,22
180031,D,79FY,26
180031,G,79GE,26
180031,G,79KM,22
180031,G,79KT,24
180031,G,79M,22
180031,D,MK22,13
180032,D,78F,20
180032,D,79F,32
180032,G,79FY,16
180032,D,79GE,29
180032,D,79KM,28
180032,D,79KT,25
180032,D,79M,28
180032,G,MK22,33
180041,D,146BA,56
180041,D,146F,61
180041,D,78E,24
180041,D,78F,31
180041,G,79B,22
180041,G,79E,24
180041,G,79T,24
180041,G,MK1,18
180042,G,146BA,18
180042,G,146F,17
180042,G,78E,41
180042,G,78F,39
180042,D,79B,35
180042,D,79E,34
180042,D,79T,38
180042,G,MK1,10
180051,D,78E,1
180051,G,78E,64
180051,D,79E,57
180051,G,79E,1
180051,D,79KT,48
180051,G,79KT,1
180051,D,79T,60
180051,G,79T,1
180051,D,79Y,65
180051,G,79Y,1
180061,G,336,4
180061,D,336A,20
180061,D,336G,20
180061,D,336H,20
180061,D,336K,20
180061,G,336M,4
180061,D,336MC,29
180061,D,336T,29
180061,D,36AS,67
180061,G,36AY,4
180061,G,36CB,29
180061,G,36D,5
180061,D,36HT,29
180061,D,36TC,29
180061,D,36YS,5
180061,D,48KA,5
180061,D,48M,5
180061,G,H-6,27
180071,G,336,7
180071,D,336A,23
180071,G,336G,12
180071,D,336H,23
180071,G,336K,57
180071,G,336M,7
180071,G,336MC,28
180071,G,336T,24
180071,D,36AS,70
180071,G,36AY,7
180071,G,36B,21
180071,D,36CB,15
180071,G,36D,8
180071,D,36HT,32
180071,G,36TC,27
180071,G,36Y,12
180071,D,36YS,8
180071,G,48KA,46
180071,G,48M,26
180071,G,H-6,30
180071,G,MK22,12
180081,D,92B,15
180091,G,78,5
180091,G,78BE,5
180091,G,78E,7
180091,G,78F,5
180091,G,78FB,15
180091,G,78G,7
180091,G,78H,10
180091,G,78M,15
180091,G,78Ş,7
180091,G,78ZB,7
180091,G,98H,5
180091,G,MK21,8
180091,D,MK31,7
180092,D,78,44
180092,D,78BE,29
180092,D,78E,64
180092,D,78F,71
180092,D,78FB,32
180092,D,78G,55
180092,D,78H,32
180092,D,78M,37
180092,D,78Ş,46
180092,D,78ZB,83
180092,D,98H,44
180092,G,MK31,54
180101,G,300G,61
180221,D,142B,9
180221,G,76BA,15
180221,G,76C,15
180311,G,144A,2
180311,G,144B,2
180311,G,144M,2
180311,D,36D,2
180312,D,144A,43
180312,D,144B,43
180312,D,144H,34
180312,D,144M,40
180312,G,36D,58
180331,D,İST-1,7
180331,D,MR5,5
180331,G,MR5,1
180441,G,36AS,42
180441,D,78E,4
180441,D,78G,2
180441,G,79B,2
180441,G,79C,2
180441,G,79E,4
180441,G,79F,2
180441,G,79G,2
180441,G,79K,2
180441,G,79KM,2
180441,G,79KT,4
180441,G,79M,2
180441,G,79T,4
180441,G,79Y,4
180441,G,MK12,27
180442,D,36AS,41
180442,G,78E,61
180442,G,78G,60
180442,D,79B,55
180442,D,79C,59
180442,D,79E,54
180442,D,79F,52
180442,D,79G,59
180442,D,79K,34
180442,D,79KM,48
180442,D,79KT,45
180442,D,79M,48
180442,D,79T,57
180442,D,79Y,62
180442,G,MK11,20
180461,D,MR50,24
180462,G,MR50,10
180491,D,BM4,23
180501,G,78ZB,88
180501,G,79G,62
180501,G,89A,52
180501,G,89M,33
180501,G,89S,21
180501,D,93,40
180501,D,93C,34
180501,D,93M,48
180501,D,93T,47
180501,G,97KZ,25
180501,G,HT13,27
180501,D,MK52,9
180501,G,MK97,23
180501,D,MR10,14
180511,G,142ES,17
180521,D,142F,10
180521,G,142F,29
180531,D,39O,2
180581,G,BM4,29
180601,G,142T,19
180601,D,144M,21
180601,G,144M,22
180601,D,146BA,22
180601,G,HS2,22
180641,D,31Y,24
180641,D,82S,16
180641,G,MK31,34
180651,G,31Y,11
180651,G,82S,17
180651,D,MK31,27
180661,D,36HT,58
180731,G,41ST,48
180731,G,54B,10
180731,D,54TE,15
180741,D,41ST,9
180741,D,54B,18
180741,G,54TE,16
180751,G,141M,41
180751,G,146E,37
180751,D,146M,36
180751,G,32M,21
180751,G,33M,35
180751,G,33TM,10
180751,D,500L,8
180751,D,500T,9
180751,D,76M,27
180751,G,78BE,29
180751,G,78M,52
180751,G,91M,9
180751,G,92M,29
180751,G,92Ş,28
180751,G,97BM,15
180751,G,97M,28
180751,G,D3,26
180751,G,E-58,33
180751,G,İST-1,6
180761,G,36M,35
180761,G,37M,25
180761,D,41AT,23
180761,D,41ST,8
180761,D,500A,8
180761,G,55,11
180761,G,55ET,8
180761,G,75M,14
180761,G,75O,5
180761,G,93M,35
180771,G,36M,36
180771,G,37M,26
180771,D,41AT,24
180771,D,500A,9
180771,G,54B,11
180771,D,54TE,16
180771,G,55,12
180771,G,55ET,9
180771,G,75M,15
180771,G,75O,6
180771,G,93M,36
180771,D,D3,18
180781,D,48G,22
180781,G,48R,6
180781,G,48U,2
180782,G,48G,20
180782,D,48R,42
180782,D,48U,4
180791,D,48G,20
180791,D,48KM,4
180791,G,48R,4
180792,G,48G,22
180792,G,48KM,8
180792,D,48R,44
180801,G,48G,23
180801,G,48KM,9
180801,D,48R,45
180802,D,48G,19
180802,D,48KM,3
180802,G,48R,3
180811,G,48G,24
180811,G,48KM,10
180811,D,48R,46
180812,D,48G,18
180812,D,48KM,2
180812,G,48R,2
180821,G,48G,25
180821,G,48KM,11
180821,D,48R,47
180822,D,48G,17
180822,D,48KM,1
180822,G,48R,1
180831,G,48G,26
180832,D,48G,16
180841,G,48G,27
180842,D,48G,15
180851,G,48G,28
180852,D,48G,14
180861,G,48G,29
180862,D,48G,13
180871,G,48G,30
180872,D,48G,12
180881,G,48G,31
180882,D,48G,11
180891,G,48G,32
180892,D,48G,10
180901,G,48G,34
180902,D,48G,8
180941,D,146BA,72
180941,D,146E,45
180941,D,146F,76
180941,D,146K,49
180941,D,78B,32
180941,G,78C,47
180941,D,78E,67
180941,D,78F,7
180941,D,78FB,42
180941,D,78G,58
180941,D,78H,38
180941,D,78M,47
180941,D,78Ş,49
180941,D,78ZB,86
180941,G,MK31,57
180942,G,146BA,4
180942,G,146E,4
180942,G,146F,4
180942,G,146K,4
180942,G,78B,4
180942,D,78C,4
180942,G,78E,4
180942,G,78F,63
180942,G,78FB,4
180942,G,78G,4
180942,G,78H,4
180942,G,78M,4
180942,G,78Ş,4
180942,G,78ZB,4
180942,D,MK31,4
180951,G,300,7
180951,G,300G,7
180951,D,303,35
180951,D,303A,24
180951,D,303C,24
180951,D,76BT,7
180951,D,76TM,25
180951,D,HT48,25
180952,D,300,49
180952,D,300G,69
180952,G,303,48
180952,G,303A,49
180952,G,303C,62
180952,G,76BT,26
180952,G,76TM,42
180952,G,HT48,31
180953,D,401T,24
180954,G,401T,25
180961,D,146BA,55
180961,D,146F,60
180961,D,78E,23
180961,D,78F,30
180961,G,79B,21
180961,G,79E,23
180961,G,79T,23
180961,G,MK1,17
180961,D,MK22,11
180962,G,146BA,19
180962,G,146F,18
180962,G,78E,42
180962,G,78F,40
180962,D,79B,36
180962,D,79E,35
180962,D,79T,39
180962,G,MK1,11
180962,G,MK22,35
180981,G,336T,18
181011,G,78E,22
181011,D,78F,56
181011,D,78ZB,68
181011,G,78ZB,22
181012,D,78E,49
181012,G,78F,20
181012,G,MK21,21
181021,G,404,21
181022,D,404,27
181031,G,47F,5
181031,G,47K,17
181031,G,48Y,20
181032,D,47F,22
181032,D,47K,28
181032,D,48Y,31
181101,G,76BT,20
181102,D,76BT,13
181111,G,76BT,21
181112,D,76BT,12
181121,D,146,29
181121,D,76,29
181121,D,76B,29
181121,D,76C,29
181121,D,76K,34
181121,D,76O,52
181121,D,76Y,27
181122,G,146,46
181122,G,76,29
181122,G,76B,13
181122,G,76C,39
181122,G,76K,19
181122,D,76M,2
181122,G,76O,13
181122,G,76Y,38
181131,G,402,10
181141,G,33Y,7
181141,G,98Y,7
181141,G,HT11,7
181142,D,33Y,22
181142,D,98Y,32
181142,D,HT11,35
181151,D,36F,8
181151,G,78F,47
181151,G,79F,19
181151,D,79FY,23
181151,G,79GE,23
181151,G,79KM,19
181151,G,79KT,21
181151,G,79M,19
181152,G,36F,29
181152,D,78F,23
181152,D,79F,35
181152,G,79FY,19
181152,D,79GE,32
181152,D,79KM,31
181152,D,79KT,28
181152,D,79M,31
181191,G,142K,4
181192,D,142K,18
181251,G,142T,18
181251,D,146BA,21
181251,G,HS2,21
181321,G,HT6,9
181322,D,HT6,2
181331,G,76BA,11
181331,G,76C,11
181341,G,76BA,12
181341,G,76C,12
181351,D,36F,13
181351,G,78F,52
181351,G,79F,24
181351,D,79FY,28
181351,G,79GE,28
181351,G,79KM,24
181351,G,79KT,26
181351,G,79M,24
181351,D,MK22,15
181352,G,36F,26
181352,D,78F,18
181352,D,79F,30
181352,G,79FY,14
181352,D,79GE,27
181352,D,79KM,26
181352,D,79KT,23
181352,D,79M,26
181352,G,MK22,31
181361,G,76T,1
181361,D,76V,52
181361,G,76V,19
181361,D,MK14,30
181361,G,MK14,19
181361,D,MR51,30
181361,G,MR51,36
181361,G,VİP,1
181371,G,76T,2
181371,D,76V,53
181371,G,76V,20
181371,D,MK14,31
181371,G,MK14,20
181371,D,MR51,31
181371,G,MR51,37
181371,G,VİP,2
181381,D,76V,50
181381,G,76V,17
181381,D,MK14,28
181381,G,MK14,17
181381,D,MR51,28
181381,G,MR51,34
181391,D,76V,51
181391,G,76V,18
181391,D,MK14,29
181391,G,MK14,18
181391,D,MR51,29
181391,G,MR51,35
181401,G,38M,21
181402,D,38M,34
181411,G,47A,5
181411,G,47F,13
181412,D,47A,36
181412,D,47F,14
181421,G,47A,6
181421,G,47F,14
181422,D,47A,35
181422,D,47F,13
181471,D,336K,43
181471,G,336K,35
181472,G,336K,37
181481,D,146A,34
181481,D,MR51,37
181482,G,146A,18
181482,D,146F,21
181482,G,146F,56
181482,G,MR51,27
181491,G,36YS,5
181492,D,36YS,32
181501,G,48M,18
181502,D,48M,12
181511,D,36HT,64
181511,G,36HT,1
181551,G,41AT,54
181552,D,41AT,4
181561,D,22RE,31
181561,D,29B,13
181561,G,41SF,46
181561,G,58A,5
181561,G,59A,8
181562,G,22RE,15
181562,G,29B,15
181562,D,41SF,16
181562,D,58A,36
181562,D,59A,32
181571,D,H-7,28
181571,G,H-7,1
181571,D,İST-6,2
181571,G,İST-6,1
181581,G,48F,6
181581,G,48M,6
181581,D,48P,6
181582,D,48F,18
181582,D,48M,24
181582,G,48P,30
181592,G,300,26
181592,G,300G,26
181592,D,303,54
181592,D,303A,43
181592,D,303B,16
181592,D,303C,43
181601,G,MK31,22
181602,D,MK31,41
181611,D,36AS,50
181611,D,36AY,27
181612,G,36AS,33
181612,G,36AY,23
181613,D,79C,28
181614,G,79C,32
181621,D,36D,35
181622,G,36D,24
181661,D,36HT,61
181662,G,36HT,4
181682,D,404,31
181691,G,404,16
181691,G,404,17
181701,G,404,20
181702,D,404,28
181711,G,404,19
181712,D,404,29
181731,D,142E,25
181731,G,146BA,55
181731,D,HS2,29
181741,D,146A,33
181741,G,146F,55
181741,D,MR51,36
181742,G,146A,19
181742,D,146F,22
181742,G,MR51,28
181751,G,MR40,30
181751,G,MR41,18
181751,D,MR50,30
181751,G,MR51,63
181752,D,MR40,2
181752,D,MR41,2
181752,G,MR50,2
181752,D,MR51,2
181761,G,336H,4
181761,G,HT18,4
181762,D,336H,62
181762,D,HT18,50
181771,G,HT2,21
181772,D,HT2,13
181781,G,HT2,22
181782,D,HT2,12
181791,G,HT2,23
181792,D,HT2,11
181811,G,144K,5
181812,D,144K,19
181821,G,MK31,42
181822,D,MK31,20
181831,D,36,35
181831,G,36CE,19
181831,G,36ES,10
181831,D,36KE,35
181831,G,38KT,7
181831,G,38M,12
181831,G,HT5,22
181831,G,MK36,11
181841,G,145M,45
181841,G,145T,36
181841,D,30G,7
181841,G,32T,41
181841,G,35C,15
181841,G,36T,69
181841,G,38T,41
181841,D,46Ç,7
181841,D,46E,7
181841,D,46T,16
181841,D,54E,7
181841,G,54HT,17
181841,G,55T,22
181841,D,66,7
181841,D,69A,12
181841,D,70FE,7
181841,D,70FY,12
181841,D,70KY,12
181841,G,71AT,29
181841,G,71T,39
181841,G,72T,43
181841,G,72YT,34
181841,G,73,28
181841,G,73F,46
181841,D,74,7
181841,D,74A,7
181841,G,76D,70
181841,G,76E,56
181841,G,76T,31
181841,G,79T,61
181841,G,80T,19
181841,G,83O,30
181841,G,85T,47
181841,G,87,18
181841,G,89C,65
181841,G,89T,72
181841,G,92T,38
181841,G,93T,44
181841,G,97BT,37
181841,G,97T,32
181842,D,145M,2
181842,D,145T,2
181842,G,30G,6
181842,D,32T,4
181842,D,35C,4
181842,D,36T,4
181842,D,38T,4
181842,G,46Ç,23
181842,G,46E,14
181842,G,46T,23
181842,G,54E,17
181842,D,54HT,4
181842,G,54KT,20
181842,D,55T,4
181842,G,66,15
181842,G,69A,14
181842,G,70FE,12
181842,G,70FY,12
181842,G,70KY,9
181842,D,71AT,4
181842,D,71T,4
181842,D,72T,4
181842,D,72YT,4
181842,D,73,4
181842,D,73F,4
181842,G,74,16
181842,G,74A,12
181842,D,76D,2
181842,D,76E,2
181842,D,79T,2
181842,D,80T,1
181842,D,83O,4
181842,D,85T,4
181842,D,87,4
181842,D,89C,4
181842,D,89T,4
181842,D,92T,4
181842,D,93T,4
181842,D,97T,4
181851,G,MK19,5
